,user utc offset,text,created_at,user,id,user time zone,lng,user location,lat,language,Parsed,lemmas
1183,Philippines,Napoles: I pity senators; Luy: Shes lying - http://t.co/Px3XheI6Ij via @rapplerdotcom http://t.co/E721ZNTDzz,1383913369.0,GoRapplers,'398908487305936896',Hong Kong,,28800.0,,en,Napoles: I pity senators; Luy: Shes lying - http://t.co/Px3XheI6Ij via @rapplerdotcom http://t.co/E721ZNTDzz,"[Napoles, pity, senators, Luy, s, lying, http://t.co/Px3XheI6Ij, @rapplerdotcom, http://t.co/E721ZNTDzz]"
1184,"Metro Manila, ","Napoles lied, says Alan Cayetano | http://t.co/aG8U7dE96U Mobile http://t.co/CkpsgGZD28 via @sharethis",1383913419.0,PRANGKIS,'398908698807898112',Beijing,,28800.0,,en,"Napoles lied, says Alan Cayetano | http://t.co/aG8U7dE96U Mobile http://t.co/CkpsgGZD28 via @sharethis","[Napoles, lied, says, Alan, Cayetano, |, http://t.co/aG8U7dE96U, Mobile, http://t.co/CkpsgGZD28, @sharethis]"
1185,Philippines,#NewsBreak Stonewall Napoles: Cayetano and Revilla react to alleged scammer's testimony http://t.co/dovXMszoFH #GMANews,1383913709.0,ClickTheNews,'398909911880318976',Pacific Time (US & Canada),,-28800.0,,en,#NewsBreak Stonewall Napoles: Cayetano and Revilla react to alleged scammer's testimony http://t.co/dovXMszoFH #GMANews,"[NewsBreak, Stonewall, Napoles, Cayetano, Revilla, react, alleged, scammer, 's, testimony, http://t.co/dovXMszoFH, GMANews]"
1186,Philippines,Breaking News: Stonewall Napoles: Cayetano and Revilla react to alleged scammer's testimony http://t.co/F911DlTvwq,1383913850.0,gma_news,'398910505684725760',Singapore,,28800.0,,en,Breaking News: Stonewall Napoles: Cayetano and Revilla react to alleged scammer's testimony http://t.co/F911DlTvwq,"[Breaking, News, Stonewall, Napoles, Cayetano, Revilla, react, alleged, scammer, 's, testimony, http://t.co/F911DlTvwq]"
1187,Philippines,Stonewall Napoles: Cayetano and Revilla react to alleged scammer's testimony: 'Di ko po alam and I invoke m... http://t.co/xY6e0tmmdI,1383913851.0,gmanewstvbrk,'398910509719642112',Taipei,,28800.0,,en,Stonewall Napoles: Cayetano and Revilla react to alleged scammer's testimony: 'Di ko po alam and I invoke m... http://t.co/xY6e0tmmdI,"[Stonewall, Napoles, Cayetano, Revilla, react, alleged, scammer, 's, testimony, Di, ko, po, alam, invoke, m, http://t.co/xY6e0tmmdI]"
1188,,Legarda: Ive given up my pork since 2014 http://t.co/L41ayTGyBq #porkbarrel #pdaf #dap,1383913923.0,PorkBarrelNews,'398910811579490304',,,,,en,Legarda: Ive given up my pork since 2014 http://t.co/L41ayTGyBq #porkbarrel #pdaf #dap,"[Legarda, ve, given, pork, http://t.co/L41ayTGyBq, porkbarrel, pdaf, dap]"
1189,,"@TgGuingona So,why Napoles stated that these three Senators carried out their names maliciously in this PDAF SCAM..",1383914068.0,fhiengmm245,'398911418201690112',,,,,en,"@TgGuingona So,why Napoles stated that these three Senators carried out their names maliciously in this PDAF SCAM..","[@TgGuingona, Napoles, stated, Senators, carried, names, maliciously, PDAF, SCAM]"
1190,,@ABSCBNNews: Bong's lawyer: Senate violated Napoles' right http://t.co/9hMXOaWR90 the funny story ive ever heard...:),1383914187.0,carmelasepsia,'398911918565388288',Pacific Time (US & Canada),,-28800.0,,en,@ABSCBNNews: Bong's lawyer: Senate violated Napoles' right http://t.co/9hMXOaWR90 the funny story ive ever heard...:),"[@ABSCBNNews, Bong, 's, lawyer, Senate, violated, Napoles, right, http://t.co/9hMXOaWR90, funny, story, ve, heard]"
1191,Philippines,"""@senmiriam: To #Napoles: You cannot keep on invoking your right against self-incrimination since you took an oath to tell the truth.""",1383914193.0,glaadyysjaadee,'398911944008024065',,,,,en,"""@senmiriam: To #Napoles: You cannot keep on invoking your right against self-incrimination since you took an oath to tell the truth.""","[@senmiriam, Napoles, invoking, right, self, incrimination, took, oath, tell, truth]"
1192,,"I remembered the day I watched the news about Napoles  @24_Oras  ""Hindi ko po alam"" GRRRR! I HATE IT SO MUCH!",1383914452.0,hyunjae_sky,'398913031595245568',International Date Line West,,-39600.0,,en,"I remembered the day I watched the news about Napoles  @24_Oras  ""Hindi ko po alam"" GRRRR! I HATE IT SO MUCH!","[remembered, day, watched, news, Napoles,  , @24_Oras,  , Hindi, ko, po, alam, GRRRR, HATE]"
1193,Toronto,@MichelleRempel sounds like pork barrel politics and govt picking winners and losers.,1383914598.0,PeteTongLaw,'398913642994757632',Quito,,-18000.0,,en,@MichelleRempel sounds like pork barrel politics and govt picking winners and losers.,"[@MichelleRempel, sounds, like, pork, barrel, politics, govt, picking, winners, losers]"
1194,Philippines,Nation: Stonewall Napoles: Cayetano and Revilla react to alleged scammer's testimony http://t.co/F911DlTvwq,1383914664.0,gma_news,'398913917994299392',Singapore,,28800.0,,en,Nation: Stonewall Napoles: Cayetano and Revilla react to alleged scammer's testimony http://t.co/F911DlTvwq,"[Nation, Stonewall, Napoles, Cayetano, Revilla, react, alleged, scammer, 's, testimony, http://t.co/F911DlTvwq]"
1195,,What does the fox say? #Napoles: di ko po alam!,1383914783.0,aiko_ri,'398914419356233731',,,,,en,What does the fox say? #Napoles: di ko po alam!,"[fox, Napoles, di, ko, po, alam]"
1196,Everywhere In This Universe,Stonewall Napoles: Cayetano and Revilla react to alleged scammer's testimony: 'Di ko po alam and I invoke m... http://t.co/gkDtx1LwYi,1383914865.0,Dope_Oracle,'398914764262211587',Amsterdam,,3600.0,,en,Stonewall Napoles: Cayetano and Revilla react to alleged scammer's testimony: 'Di ko po alam and I invoke m... http://t.co/gkDtx1LwYi,"[Stonewall, Napoles, Cayetano, Revilla, react, alleged, scammer, 's, testimony, Di, ko, po, alam, invoke, m, http://t.co/gkDtx1LwYi]"
1197,youtube.com/WhirledTeacups,@XboxSupport Stonewall Napoles: Cayetano and Revilla react to alleged scammer's testimony,1383914865.0,WillordCapulong,'398914762710335488',Taipei,,28800.0,,en,@XboxSupport Stonewall Napoles: Cayetano and Revilla react to alleged scammer's testimony,"[@XboxSupport, Stonewall, Napoles, Cayetano, Revilla, react, alleged, scammer, 's, testimony]"
1198,,Pray for Napoles to steal Typhoon Yolanda,1383915044.0,nelcortez,'398915514644176898',Quito,,-18000.0,,en,Pray for Napoles to steal Typhoon Yolanda,"[Pray, Napoles, steal, Typhoon, Yolanda]"
1199,Sta Cruz Manila,Stonewall Napoles: Cayetano and Revilla react to alleged scammer's testimony http://t.co/GBPMk7hxYy via @gmanews..,1383915172.0,lolsuave,'398916049195659265',Pacific Time (US & Canada),,-28800.0,,en,Stonewall Napoles: Cayetano and Revilla react to alleged scammer's testimony http://t.co/GBPMk7hxYy via @gmanews..,"[Stonewall, Napoles, Cayetano, Revilla, react, alleged, scammer, 's, testimony, http://t.co/GBPMk7hxYy, @gmanews]"
1200,Philippines,@nelcortez: Pray for Napoles to steal Typhoon Yolanda lol,1383915213.0,shaichaiii,'398916221564768256',Beijing,,28800.0,,en,@nelcortez: Pray for Napoles to steal Typhoon Yolanda lol,"[@nelcortez, Pray, Napoles, steal, Typhoon, Yolanda, lol]"
1201,Outside the Box,Read between the motha effin lines!!! I'm getting heated by this CNN statement #YolandaPH #porkbarrel #napoles  http://t.co/vWk8krGQZX,1383915347.0,MarybelleMB,'398916782062178304',Pacific Time (US & Canada),,-28800.0,,en,Read between the motha effin lines!!! I'm getting heated by this CNN statement #YolandaPH #porkbarrel #napoles  http://t.co/vWk8krGQZX,"[Read, motha, effin, lines, 'm, getting, heated, CNN, statement, YolandaPH, porkbarrel, napoles,  , http://t.co/vWk8krGQZX]"
1202,,The reason why the senate's so aggressive against Napoles is because they know they're on the losing side. (imo),1383915418.0,pid_went,'398917080373682176',,,,,en,The reason why the senate's so aggressive against Napoles is because they know they're on the losing side. (imo),"[reason, senate, 's, aggressive, Napoles, know, 're, losing, imo]"
1203,"Alexandria, VA",Pork Barrel BBQ Offers Reward for Finding Houdini http://t.co/mc9vOUxo3z,1383915702.0,PBBBQDelRay,'398918271333707776',,,,,en,Pork Barrel BBQ Offers Reward for Finding Houdini http://t.co/mc9vOUxo3z,"[Pork, Barrel, BBQ, Offers, Reward, Finding, Houdini, http://t.co/mc9vOUxo3z]"
1204,,Pork Barrel BBQ Offers Reward for Finding Houdini http://t.co/KbY2JKN5cg,1383915812.0,MangoMikes,'398918732514226176',,,,,en,Pork Barrel BBQ Offers Reward for Finding Houdini http://t.co/KbY2JKN5cg,"[Pork, Barrel, BBQ, Offers, Reward, Finding, Houdini, http://t.co/KbY2JKN5cg]"
1205,Earth,Re:  Miriam Santiago steals the show in Napoles Senate hearing http://t.co/HPKkMj0TGU,1383916715.0,pinoycyberkada,'398922523166785538',,,,,en,Re:  Miriam Santiago steals the show in Napoles Senate hearing http://t.co/HPKkMj0TGU,"[ , Miriam, Santiago, steals, Napoles, Senate, hearing, http://t.co/HPKkMj0TGU]"
1206,,I like punchline no. 2! Choose the #PugadBaboy ending you like best - #PugadBaboy: Reading Napoles: http://t.co/zVIUPT7V88,1383916743.0,Humps501,'398922641219657728',Hong Kong,,28800.0,,en,I like punchline no. 2! Choose the #PugadBaboy ending you like best - #PugadBaboy: Reading Napoles: http://t.co/zVIUPT7V88,"[like, punchline, Choose, PugadBaboy, ending, like, best, PugadBaboy, Reading, Napoles, http://t.co/zVIUPT7V88]"
1207,"Newcastle, UK","Janet Napoles you're such a dumb ass...as of now you're nothing but a dead woman walking, might as well tell the truth... #PROBINGNAPOLES",1383916973.0,AmEtHySt0325,'398923604349317121',London,,0.0,,en,"Janet Napoles you're such a dumb ass...as of now you're nothing but a dead woman walking, might as well tell the truth... #PROBINGNAPOLES","[Janet, Napoles, 're, dumb, ass, 're, dead, woman, walking, tell, truth, PROBINGNAPOLES]"
1208,,"Lord, please stop #YolandaPh or better throw napoles with it.",1383917058.0,GullatteRev,'398923958747009024',,,,,en,"Lord, please stop #YolandaPh or better throw napoles with it.","[Lord, stop, YolandaPh, better, throw, napoles]"
1209,,@ABSCBNNews Napoles lied in the Senate Hearing. They should put her now in a regular jail now and pull out her security  #PatrolPork,1383917134.0,boogieid,'398924280932470784',,,,,en,@ABSCBNNews Napoles lied in the Senate Hearing. They should put her now in a regular jail now and pull out her security  #PatrolPork,"[@ABSCBNNews, Napoles, lied, Senate, Hearing, regular, jail, pull, security,  , PatrolPork]"
1210,D U B A I | M A N I L A ,"Napoles will never talk. Kill yourself! Lol, all i heard was ""Di ko alam"" Amffff -,-",1383917191.0,AnneHenson16,'398924516337786881',Abu Dhabi,,14400.0,,en,"Napoles will never talk. Kill yourself! Lol, all i heard was ""Di ko alam"" Amffff -,-","[Napoles, talk, Kill, Lol, heard, Di, ko, alam, Amffff]"
1211,,@ABSCBNNews Why is the government giving Napoles special treatment? She protected herself &amp; her cohorts in the Senate Hearing! #PatrolPork,1383917245.0,boogieid,'398924744419848192',,,,,en,@ABSCBNNews Why is the government giving Napoles special treatment? She protected herself &amp; her cohorts in the Senate Hearing! #PatrolPork,"[@ABSCBNNews, government, giving, Napoles, special, treatment, protected, amp, cohorts, Senate, Hearing, PatrolPork]"
1212,in God's arms,Cant wait to watch this! #pork  #baboy #justice #napoles #jinggoy #senator http://t.co/z8IqTfSGfa,1383917404.0,the_realEden,'398925410412421120',Eastern Time (US & Canada),,-18000.0,,en,Cant wait to watch this! #pork  #baboy #justice #napoles #jinggoy #senator http://t.co/z8IqTfSGfa,"[nt, wait, watch, pork,  , baboy, justice, napoles, jinggoy, senator, http://t.co/z8IqTfSGfa]"
1213,,"good people of Bohol and Cebu were hit by earthquake &amp; super typhoon..please, spare them.' hope pork barrel thieves get hit &amp; suffer instead",1383917441.0,2012twt4eli,'398925568999043072',,,,,en,"good people of Bohol and Cebu were hit by earthquake &amp; super typhoon..please, spare them.' hope pork barrel thieves get hit &amp; suffer instead","[good, people, Bohol, Cebu, hit, earthquake, amp, super, typhoon, spare, hope, pork, barrel, thieves, hit, amp, suffer, instead]"
1214,,@ABSCBNNews Bong Revilla to Napoles' rescue! Bong should pay for Napoles' lawyer coz he made a lot of money in the PDAF Scam! #PatrolPork,1383917517.0,boogieid,'398925885857726465',,,,,en,@ABSCBNNews Bong Revilla to Napoles' rescue! Bong should pay for Napoles' lawyer coz he made a lot of money in the PDAF Scam! #PatrolPork,"[@ABSCBNNews, Bong, Revilla, Napoles, rescue, Bong, pay, Napoles, lawyer, coz, lot, money, PDAF, Scam, PatrolPork]"
1215,philippines,Strongest Typhoon: Yolanda  Strongest Nation: Philippines Strongest People: FilipinosStrongest Pig? Napoles,1383917541.0,Prince_Jay24,'398925987531878401',Alaska,,-32400.0,,en,Strongest Typhoon: Yolanda  Strongest Nation: Philippines Strongest People: FilipinosStrongest Pig? Napoles,"[Strongest, Typhoon, Yolanda,  , Strongest, Nation, Philippines, Strongest, People, FilipinosStrongest, Pig, Napoles]"
1216,"London, United Kingdom","I liked a @YouTube video http://t.co/Ru65KV6Ux0 Livestream: Napoles at Senate pork scam hearing (Nov. 7, 2013)",1383917549.0,Siyangco,'398926017927970818',London,,0.0,,en,"I liked a @YouTube video http://t.co/Ru65KV6Ux0 Livestream: Napoles at Senate pork scam hearing (Nov. 7, 2013)","[liked, @YouTube, video, http://t.co/Ru65KV6Ux0, Livestream, Napoles, Senate, pork, scam, hearing, Nov.]"
1217,,@ABSCBNNews Revilla should just RESIGN it's obvious that he's protecting Napoles so that she won't implicate him in the Scam! #PatrolPork,1383917836.0,boogieid,'398927224172068864',,,,,en,@ABSCBNNews Revilla should just RESIGN it's obvious that he's protecting Napoles so that she won't implicate him in the Scam! #PatrolPork,"[@ABSCBNNews, Revilla, RESIGN, 's, obvious, 's, protecting, Napoles, wo, n't, implicate, Scam, PatrolPork]"
1218,"Toronto, Ontario","@jonelleJBgarcia nothing really, it's just about the pork barrel thinggy",1383917985.0,imdianemiranda,'398927847315632128',Atlantic Time (Canada),,-14400.0,,en,"@jonelleJBgarcia nothing really, it's just about the pork barrel thinggy","[@jonelleJBgarcia, 's, pork, barrel, thinggy]"
1219,WEIRD WORLD,"Cant get over about Napoles wealth which is ""tama lang"" having 3 houses and 7 cars. If thats the case, we belong to the poorest of the poor.",1383918206.0,_kaTz0ne,'398928774311317504',Pacific Time (US & Canada),121.06330723,-28800.0,14.55232727,en,"Cant get over about Napoles wealth which is ""tama lang"" having 3 houses and 7 cars. If thats the case, we belong to the poorest of the poor.","[nt, Napoles, wealth, tama, lang, having, houses, cars, s, case, belong, poorest, poor]"
1220,,Leo Paras: WHY NAPOLES LIED? http://t.co/bC6J5Xr9hX,1383918923.0,MobRally,'398931783737040896',,,,,en,Leo Paras: WHY NAPOLES LIED? http://t.co/bC6J5Xr9hX,"[Leo, Paras, NAPOLES, LIED, http://t.co/bC6J5Xr9hX]"
1221,,Leo Paras: WHY NAPOLES LIED? http://t.co/rRLnwCd16l,1383918942.0,MobRally,'398931864510930944',,,,,en,Leo Paras: WHY NAPOLES LIED? http://t.co/rRLnwCd16l,"[Leo, Paras, NAPOLES, LIED, http://t.co/rRLnwCd16l]"
1222,,Leo Paras: WHY NAPOLES LIED? http://t.co/1UN2NiFR1d,1383918967.0,MobRally,'398931967564980224',,,,,en,Leo Paras: WHY NAPOLES LIED? http://t.co/1UN2NiFR1d,"[Leo, Paras, NAPOLES, LIED, http://t.co/1UN2NiFR1d]"
1223,,http://t.co/zv661ElTjm: Bong's lawyer: Senate violated Napoles' right http://t.co/pPDSdztWWT via @ABSCBNNews,1383919000.0,MrsA41407250,'398932107747028992',,,,,en,http://t.co/zv661ElTjm: Bong's lawyer: Senate violated Napoles' right http://t.co/pPDSdztWWT via @ABSCBNNews,"[http://t.co/zv661ElTjm, Bong, 's, lawyer, Senate, violated, Napoles, right, http://t.co/pPDSdztWWT, @ABSCBNNews]"
1224,Neverland,"JANET NAPOLES-  MOTHER OF ALL SCAMS. DAPAT ""QUEEN OF ALL SCAMS""",1383919202.0,inzaynwithlarry,'398932951955562496',Beijing,,28800.0,,en,"JANET NAPOLES-  MOTHER OF ALL SCAMS. DAPAT ""QUEEN OF ALL SCAMS""","[JANET, NAPOLES-,  , MOTHER, SCAMS, DAPAT, QUEEN, SCAMS]"
1225,,Legarda: Ive given up my pork for 2014 http://t.co/9y4k5y9E2k #porkbarrel #pdaf #dap,1383919396.0,PorkBarrelNews,'398933767894892544',,,,,en,Legarda: Ive given up my pork for 2014 http://t.co/9y4k5y9E2k #porkbarrel #pdaf #dap,"[Legarda, ve, given, pork, http://t.co/9y4k5y9E2k, porkbarrel, pdaf, dap]"
1226,,#Osmena: important thing is that #Napoles is secure and she can divulge details of her #transactions http://t.co/Pt7msf8Mmy #PDAF #PorkScam,1383919423.0,JoeMaristela,'398933881443086336',Hong Kong,,28800.0,,en,#Osmena: important thing is that #Napoles is secure and she can divulge details of her #transactions http://t.co/Pt7msf8Mmy #PDAF #PorkScam,"[Osmena, important, thing, Napoles, secure, divulge, details, transactions, http://t.co/Pt7msf8Mmy, PDAF, PorkScam]"
1227,????,wow napoles' daughter tho http://t.co/IBr8KGmQtn,1383919523.0,beaphernelia,'398934297731559424',Singapore,,28800.0,,en,wow napoles' daughter tho http://t.co/IBr8KGmQtn,"[wow, napoles, daughter, tho, http://t.co/IBr8KGmQtn]"
1228,"Nordheim, United States",The reason why the senate's so aggressive against Napoles is because they know they're on the losing side. (imo),1383919995.0,LeatriceRockett,'398936281037963264',,,,,en,The reason why the senate's so aggressive against Napoles is because they know they're on the losing side. (imo),"[reason, senate, 's, aggressive, Napoles, know, 're, losing, imo]"
1229,,@ABSCBNNews Napoles projected herself as guilty as accused thru her selective denials and answers. It was a joke.,1383919997.0,citizenjo,'398936285500280833',,,,,en,@ABSCBNNews Napoles projected herself as guilty as accused thru her selective denials and answers. It was a joke.,"[@ABSCBNNews, Napoles, projected, guilty, accused, selective, denials, answers, joke]"
1230,????,"this janet napoles' daughter, y u keep on starting your blog posts as if on some f.r.i.e.n.d.s. episode name??? #fuckingplease",1383920019.0,beaphernelia,'398936377867268096',Singapore,,28800.0,,en,"this janet napoles' daughter, y u keep on starting your blog posts as if on some f.r.i.e.n.d.s. episode name??? #fuckingplease","[janet, napoles, daughter, y, u, starting, blog, posts, f.r.i.e.n.d.s, episode, fuckingplease]"
1231,"Brooklyn, United States","What's the matter, Napoles. For all we know you're already dead to those whom you plead allegiance to. (1/2)",1383920429.0,madelinepingrey,'398938100455735296',,,,,en,"What's the matter, Napoles. For all we know you're already dead to those whom you plead allegiance to. (1/2)","['s, matter, Napoles, know, 're, dead, plead, allegiance]"
1232,Philippines,Sen. Miriam asks Napoles: Who is most guilty? - http://t.co/Ecs0X1vJx3,1383920491.0,jcyberinux,'398938358023331840',Hong Kong,,28800.0,,en,Sen. Miriam asks Napoles: Who is most guilty? - http://t.co/Ecs0X1vJx3,"[Sen., Miriam, asks, Napoles, guilty, http://t.co/Ecs0X1vJx3]"
1233,,That kind of smiles shows he knows something about the defense of Napoles before the senate. http://t.co/RCMEHnbZaF,1383920658.0,Sheepdog1998,'398939058489266176',,,,,en,That kind of smiles shows he knows something about the defense of Napoles before the senate. http://t.co/RCMEHnbZaF,"[kind, smiles, shows, knows, defense, Napoles, senate, http://t.co/RCMEHnbZaF]"
1234,PHILIPPINES,"""Don't let negativity drag you down. Use it as motivation to work hard.""Goodmorning.Free fb. Free Twitter.Bka dto napnta 10b ni napoles.",1383920733.0,jcedwicks,'398939373283975168',Seoul,,32400.0,,en,"""Don't let negativity drag you down. Use it as motivation to work hard.""Goodmorning.Free fb. Free Twitter.Bka dto napnta 10b ni napoles.","[n't, let, negativity, drag, Use, motivation, work, hard.""Goodmorning, Free, fb, Free, Twitter, Bka, dto, napnta, 10b, ni, napoles]"
1235,Davao City,Arnold Clavio unprofessional interview to the lawyer of Napoles Atty Alfredo Villamor.   http://t.co/ROCWxJHUiI,1383920734.0,Jervydelota,'398939378120015873',Tijuana,,-28800.0,,en,Arnold Clavio unprofessional interview to the lawyer of Napoles Atty Alfredo Villamor.   http://t.co/ROCWxJHUiI,"[Arnold, Clavio, unprofessional, interview, lawyer, Napoles, Atty, Alfredo, Villamor,   , http://t.co/ROCWxJHUiI]"
1236,Val city,Sen. Miriam asks Napoles: Who is most guilty? | Watch the video - Yahoo Philippines News http://t.co/cU8PAf60hq,1383920745.0,Bregonia,'398939426186752000',Alaska,,-32400.0,,en,Sen. Miriam asks Napoles: Who is most guilty? | Watch the video - Yahoo Philippines News http://t.co/cU8PAf60hq,"[Sen., Miriam, asks, Napoles, guilty, |, Watch, video, Yahoo, Philippines, News, http://t.co/cU8PAf60hq]"
1237,,What does the fox say? #Napoles: di ko po alam!,1383920762.0,angeline_freyre,'398939495896481792',,,,,en,What does the fox say? #Napoles: di ko po alam!,"[fox, Napoles, di, ko, po, alam]"
1238,Philippines,Janet Lim Napoles by the numbers - http://t.co/VuNnFjMC3u,1383920851.0,jcyberinux,'398939867561721856',Hong Kong,,28800.0,,en,Janet Lim Napoles by the numbers - http://t.co/VuNnFjMC3u,"[Janet, Lim, Napoles, numbers, http://t.co/VuNnFjMC3u]"
1239,Philippines,"Watching the Napoles probe hands down to your bravery, integrity and intelligence @senmiriam",1383921077.0,siricsantos,'398940818561462272',Pacific Time (US & Canada),,-28800.0,,en,"Watching the Napoles probe hands down to your bravery, integrity and intelligence @senmiriam","[Watching, Napoles, probe, hands, bravery, integrity, intelligence, @senmiriam]"
1240,CLUBVISION300,"If Janet Napoles will be assasinated anytime this month. The case will not be closed, once it happens then we... http://t.co/HqLDOgobxf",1383921412.0,nagelguru,'398942221363609600',Greenland,,-10800.0,,en,"If Janet Napoles will be assasinated anytime this month. The case will not be closed, once it happens then we... http://t.co/HqLDOgobxf","[Janet, Napoles, assasinated, anytime, month, case, closed, happens, http://t.co/HqLDOgobxf]"
1241,"Highspire, United States",The reason why the senate's so aggressive against Napoles is because they know they're on the losing side. (imo),1383921434.0,MarrsRoaro,'398942315810934784',,,,,en,The reason why the senate's so aggressive against Napoles is because they know they're on the losing side. (imo),"[reason, senate, 's, aggressive, Napoles, know, 're, losing, imo]"
1242,,Have u seen this pic? #Napoles #Drilon http://t.co/5Cg0j8nHIp,1383921617.0,peacheshonestly,'398943080696406017',,,,,en,Have u seen this pic? #Napoles #Drilon http://t.co/5Cg0j8nHIp,"[u, seen, pic, Napoles, Drilon, http://t.co/5Cg0j8nHIp]"
1243,"Manila, Philippines",@SayChiz Thank you for openly making a  stand about Napoles to be inside a real jail. Admirable act.,1383921881.0,PelitaPeraltaUy,'398944190869958656',Hong Kong,,28800.0,,en,@SayChiz Thank you for openly making a  stand about Napoles to be inside a real jail. Admirable act.,"[@SayChiz, Thank, openly, making,  , stand, Napoles, inside, real, jail, Admirable, act]"
1244,"Manila, Philippines","@jvejercito pls. fight for the dignitiy of the Filipinos, propose to transfer Napoles to a real jail. She shld stop playing with all of us.",1383922009.0,PelitaPeraltaUy,'398944726918782976',Hong Kong,,28800.0,,en,"@jvejercito pls. fight for the dignitiy of the Filipinos, propose to transfer Napoles to a real jail. She shld stop playing with all of us.","[@jvejercito, pls, fight, dignitiy, Filipinos, propose, transfer, Napoles, real, jail, shld, stop, playing]"
1245,Manila,[BNN PH News] Stonewall Napoles Cayetano and Revilla react to alleged scammers testimony http://t.co/Pm60PO4exe,1383922015.0,AllNews_PH,'398944753082830848',Beijing,,28800.0,,en,[BNN PH News] Stonewall Napoles Cayetano and Revilla react to alleged scammers testimony http://t.co/Pm60PO4exe,"[BNN, PH, News, Stonewall, Napoles, Cayetano, Revilla, react, alleged, scammers, testimony, http://t.co/Pm60PO4exe]"
1246,,"""@BagyongYoIanda: With Napoles and Chicser. #RIP""",1383922140.0,biiiyaaaa,'398945276964007936',,,,,en,"""@BagyongYoIanda: With Napoles and Chicser. #RIP""","[@BagyongYoIanda, Napoles, Chicser, RIP]"
1247,PHILIPPINES,Stonewall Napoles Cayetano and Revilla react to alleged scammers testimony http://t.co/7b1aElp36H via PhilTimes,1383922198.0,BalitaNgayon,'398945517956530176',,,,,en,Stonewall Napoles Cayetano and Revilla react to alleged scammers testimony http://t.co/7b1aElp36H via PhilTimes,"[Stonewall, Napoles, Cayetano, Revilla, react, alleged, scammers, testimony, http://t.co/7b1aElp36H, PhilTimes]"
1248,"Paranaque, Philippines",AngelLocsin: What's the #2 anti dandruff shampoo in the world? Napoles: Di ko po alam!,1383922413.0,IamChellefaith,'398946421572792321',Alaska,,-32400.0,,en,AngelLocsin: What's the #2 anti dandruff shampoo in the world? Napoles: Di ko po alam!,"[AngelLocsin, 's, anti, dandruff, shampoo, world, Napoles, Di, ko, po, alam]"
1249,"Cavite, Philippines",Go away Yolanda! Isama mo si Napoles sa pagalis mo!#PrayForThePhilippines,1383922445.0,AdmeenYeen,'398946555476340736',,,,,en,Go away Yolanda! Isama mo si Napoles sa pagalis mo!#PrayForThePhilippines,"[away, Yolanda, Isama, mo, si, Napoles, sa, pagalis, mo!#PrayForThePhilippines]"
1250,"Kingdom Far, Far Away","The Philippines have gone through a lot this year: several typhoons, terrorism, earthquake, pork barrel scam. But we will rise above these!",1383922598.0,minaku_aino,'398947199049924608',Hong Kong,,28800.0,,en,"The Philippines have gone through a lot this year: several typhoons, terrorism, earthquake, pork barrel scam. But we will rise above these!","[Philippines, gone, lot, year, typhoons, terrorism, earthquake, pork, barrel, scam, rise]"
1251,Philippines,21 Funny Photos of Janet Amnesia Girl Napoles on Memes http://t.co/77N7yIYlQi via @iamscoopboy Napoles JOkes,1383922800.0,iamscoopboy,'398948045431132160',,,,,en,21 Funny Photos of Janet Amnesia Girl Napoles on Memes http://t.co/77N7yIYlQi via @iamscoopboy Napoles JOkes,"[Funny, Photos, Janet, Amnesia, Girl, Napoles, Memes, http://t.co/77N7yIYlQi, @iamscoopboy, Napoles, JOkes]"
1252,PHL,NAPOLES's case is now written in the History of the Philippines.,1383923042.0,ZisforZEENA,'398949059324416000',Beijing,,28800.0,,en,NAPOLES's case is now written in the History of the Philippines.,"[NAPOLES, 's, case, written, History, Philippines]"
1253,,"I find it annoying that Malacanang has been oblivious to realities; #hkphissue #porkbarrel #pheconomy, is Pnoy living in an alt reality?",1383923076.0,ReggieGuina,'398949202270490624',,,,,en,"I find it annoying that Malacanang has been oblivious to realities; #hkphissue #porkbarrel #pheconomy, is Pnoy living in an alt reality?","[find, annoying, Malacanang, oblivious, realities, hkphissue, porkbarrel, pheconomy, Pnoy, living, alt, reality]"
1254,QC bago sarili,"So, the lawyer of Napoles is an Ilonggo.",1383923296.0,PhilSuplico,'398950124971257856',Alaska,,-32400.0,,en,"So, the lawyer of Napoles is an Ilonggo.","[lawyer, Napoles, Ilonggo]"
1255,,Return the #10B php to the #people for the #people!#pdafsam #Napoles #senators #philippines #porkbarrel #earthquake #YolandaPH,1383923572.0,parisred88,'398951280200404992',Casablanca,,0.0,,en,Return the #10B php to the #people for the #people!#pdafsam #Napoles #senators #philippines #porkbarrel #earthquake #YolandaPH,"[Return, 10B, php, people, people!#pdafsam, Napoles, senators, philippines, porkbarrel, earthquake, YolandaPH]"
1256,,"Yolanda leaves the PH. Leaves a few innocent people dead. In other news, Napoles and our corrupt government officials are alive and well.",1383923632.0,John_Louie,'398951533884108800',Hong Kong,,28800.0,,en,"Yolanda leaves the PH. Leaves a few innocent people dead. In other news, Napoles and our corrupt government officials are alive and well.","[Yolanda, leaves, PH, Leaves, innocent, people, dead, news, Napoles, corrupt, government, officials, alive]"
1257,,With even just a little bit of the money that Janet Napoles and senators stole they could have built comfortable disaster evac,1383923784.0,CoxenBob,'398952173515837440',,,,,en,With even just a little bit of the money that Janet Napoles and senators stole they could have built comfortable disaster evac,"[little, bit, money, Janet, Napoles, senators, stole, built, comfortable, disaster, evac]"
