user utc offset,text,created_at,user,id,user time zone,lng,user location,lat,language
,"Dear God, we humbly offer the life of napoles, spare us and the rest of the world from yolanda :)",1383880899.0,emergaux,'398772298015985665',Beijing,,28800,,en
on tour (wanderland),"even #Yolanda is raging from NAPOLES's ""di ko alam""",1383880910.0,jowne,'398772343419330560',Singapore,,28800,,en
,"DAP scam at P158-B is 16x bigger than Napoles pork barrel scam, but Belmonte nor Drilon are questioning usurpation by PNoy of its functions",1383880923.0,maxell_lander,'398772399945953280',Beijing,,28800,,en
Waterloo,Watching yesterday's coverage of Napoles being asked by @senmiriam. Sen. Miriam is &lt;3.,1383880935.0,akosiar,'398772449652645889',Taipei,,28800,,en
... new here in twitter ...,@LearningConfere many persons want to kill him Outside ... maybe because they also want a death penanlty to janet napoles,1383880954.0,aadam_galvez,'398772528954368000',,,,,en
,"jgh. just watched Arnold Clavio's interview with Napoles' atty. uhmm.. Arnold, kausapn mo nalang si Arn-Arn -_-",1383880962.0,FrancineInMoAko,'398772564681433088',Singapore,,28800,,en
cavite,woRD of THE day----&gt; #HINDIkoPOALAM----&gt;#InvokeMyRightAgaintSelfincrimination._NAPOLES XD,1383880977.0,CATH_ABRA,'398772624316067840',Beijing,,28800,,en
,I envoke my right for self incrimination #lol #napoles #napisti  http://t.co/JCDAIqnXhS,1383880983.0,tairific,'398772650371465216',Alaska,,-32400,,en
manila,@LearningConfere  how about you? what do you think would be the best punishment for napoles? :),1383880988.0,uryuu_ishida06,'398772670075899905',Beijing,,28800,,en
,"My Amnesia Girl remake... starring, John Lloyd Cruz and Janet Napoles. XDD",1383880992.0,phaofaroan,'398772688677634049',,,,,en
yemen,I think all the pork barrel money should go to disaster relief funds now,1383880992.0,_brendawg,'398772688178536449',,,,,en
weibo.com/u/3854288578,"""Janet Napoles and Pork Barrel Scam Memes"" http://t.co/zQxQU1qIk2",1383881003.0,micahangeline,'398772732982075392',Taipei,,28800,,en
Republic of the Philippines,@mrMonzterXD I invoke my right against self incrimination. Hahahaha - napoles,1383881006.0,itschexka,'398772746982658048',Pacific Time (US & Canada),,-28800,,en
PHL,"I believe that even though Napoles did so much wrong things, we still have no right to swear bad words against her. #justsaying",1383881018.0,rinkezram,'398772797419171841',,,,,en
"Spokane,  WA",Still showing lets support and watch this movie. Starring: Janet Lim Napoles and Jinggoy Estrada w/ http://t.co/sm71Ytygau,1383881059.0,yowwPATRICK,'398772968106758144',Singapore,,28800,,en
"Paris, France ",@USTpls: dicshunariNapoles (v.) i do'nt knoein a sentans: i Napoles how to answer my exams ,1383881060.0,loserdawako,'398772975387688960',Alaska,,-32400,,en
Paranaque,"""@Inspire_Us: Don't wait. The time will never be just right. -Napoleon Hill"" -sabihin yan kay Napoles!",1383881109.0,strawVICKYjam,'398773179386040320',Beijing,,28800,,en
"Kingdom of books,PH","""@moodmeter: Take a break. Maybe memes on Janet Napoles' senate testimony yesterday may amuse you?  http://t.co/ia5ObMppNL""",1383881119.0,milkaduu,'398773222117605376',Alaska,,-32400,,en
fuck the system,i remember i was watching that interview of arnold clavio with napoles' lawyer....it was so irritating,1383881130.0,awkwardsiopao,'398773267667775488',Singapore,,28800,,en
Philippines | England,"If Napoles is smart enough to build her so called business empire, surely she should be smart enough to answer those questions",1383881130.0,Kiara_Giel,'398773268620267520',Baghdad,,10800,,en
Philippines,"""@IamNipo: Most hated name sa philippines. Yolanda and Janet Lim Napoles.""",1383881145.0,xtnaflores,'398773329714102273',Singapore,,28800,,en
Philippines,"Yesterday Napoles. Now Yolanda -,- Oh! must #PrayForThePhilippines",1383881154.0,asdfghJULIEEYY,'398773369413173248',Arizona,,-25200,,en
,@Lynching7 No Im not!---Napoles,1383881156.0,PSprituality,'398773374983233537',,,,,en
,"#ARTPOPxASTROPLUS WHEN NAPOLES HEARD ARTPOP, SHE GAVE ALL HER MONEY TO LMS JUST TO BUY ARTPOP @mca_music @ladygagaph @Astroplus1",1383881162.0,yzellefie,'398773401948811264',Alaska,,-32400,,en
,"@LearningConfere Napoles Should be Punished(Death)..cause she took the money that is not for her,it should be for the filipinos.",1383881175.0,WinchelleJLee,'398773457564872704',Arizona,,-25200,,en
manila,@LearningConfere @alyssa14ocampo @KIMCZYSOO  i will advise napoles to tell the truth ... what did she know in the pork barrel scam..,1383881180.0,uryuu_ishida06,'398773476011417600',Beijing,,28800,,en
Battery City,"I know it's kinda late but still I want to say ""fuck you"" to you Napoles. You'll now be Satan's right hand man when you die. Congrats",1383881185.0,godofstorm5922,'398773497956016128',Kuala Lumpur,,28800,,en
Philippines,dear Yolanda can you please go out of our country and take Napoles with you as a souvenir!!!,1383881200.0,szchieveedee,'398773561386467328',Hawaii,,-36000,,en
PR|CRK,Yolanda!Srly?You really need to get that fvckin ass of yours out of our country and you can take napoles with you too.#PrayForThePhilippines,1383881277.0,iammwendy,'398773883748089856',Singapore,,28800,,en
"Paco, Manila",Gonna start writing that essay..... #porkbarrel #DAP,1383881279.0,Christine_Heje,'398773891604033536',,,,,en
Earth,Most hated name sa philippines. Yolanda and Janet Lim Napoles.,1383881346.0,its_miko,'398774174857965568',Kabul,,16200,,en
,GeraLINDOL Janet Napoles Yolanda #PrayForThePhilippines,1383881352.0,rooooxxxxyyyy,'398774198635466752',,,,,en
Philippines,Napoles the red nose XD @bigfatQueenie @hyasMEAN,1383881377.0,mockingJOSH_,'398774303568580608',Arizona,,-25200,,en
Republika ng Pilipinas,Napoles the amnesia girl hahaha,1383881414.0,imprncssc,'398774459353415680',,,,,en
The Opposite of Reality,What does Yolanda and Napoles have in common? Pareho silang kupal and nobody likes them. Nobody.,1383881421.0,BibayBaybeh,'398774487220355072',Singapore,,28800,,en
Anywhere,"""@IamNipo: Most hated name sa philippines. Yolanda and Janet Lim Napoles.""",1383881460.0,NothingLikeDIO,'398774650227810304',Hong Kong,,28800,,en
Philippines,Sino gusto maging admin dito  I Invoke My Right Against Self Incrimination - Janet Napoles :DPM Me here!,1383881504.0,iamjufren10,'398774836467859456',Pacific Time (US & Canada),,-28800,,en
,@peytbeltran @MrkkkLou @PoreoDOLPH @cessybeybe @bugaloo009 @Gorjess9_ @osh03 NA FALL LESS (NAPOLES FAITH!),1383881507.0,JhasminSegunto1,'398774850673602560',,,,,en
"Port O`Brien, United States","Sporting a new hairstyle and wearing a maroon blazer, Santiago said upon seeing Napoles: ""Oh there you are. Let me take a good look at you.""",1383881520.0,MarnaL7,'398774904960876545',,,,,en
Sa Puso Ng VhongAnne,Use NAPOLES In A Sentence,1383881600.0,MahalNaminAngVA,'398775239586242560',Beijing,,28800,,en
,pork barrelzamboanga warearthquake in boholmegan young for miss worldtyphoon haiyanare we famous yet,1383881602.0,whosmargaret,'398775249035993088',Singapore,,28800,,en
,#Napoles: I pity senators; Luy: Shes lying - http://t.co/zSoUzbQP3n. #scam artist http://t.co/Pe1CZhxwFL,1383881619.0,HomerLopez2,'398775317591887872',Eastern Time (US & Canada),,-18000,,en
Philippines,WATCH @senmiriam &amp; the #Napoles Senate Hearing http://t.co/k6P0umJnHU #PHILIPPINES #leadership #justice #government #PDAF #porkbarrel,1383881624.0,DreiToledo,'398775339049943041',Hong Kong,,28800,,en
Philippines,@zxcZero @itsbiancameow @apoloticpadilla @njsanqui @iamkimpopoy Napoles! Hahaha. Tell us the truth!!,1383881675.0,EmEmmChachii,'398775554150633474',Arizona,,-25200,,en
,Playing Lets whack napoles! Hahaha,1383881679.0,Chrs_Rndn,'398775568495153152',International Date Line West,,-39600,,en
,Janet Napoles arrives at the Senate http://t.co/iOTG06uZap,1383881698.0,Runningtothemax,'398775648514506753',Atlantic Time (Canada),,-14400,,en
,Miriam to Napoles: Tell the truth before the senators affected have you assassinated http://t.co/pY45ZFVm7d,1383881698.0,Runningtothemax,'398775651035267072',Atlantic Time (Canada),,-14400,,en
Philippines,"The truth shall set you free, literally, senators promised Janet Lim-Napoles yesterday. It didnt work | http://t.co/t6tWkJ05lf",1383881706.0,PhilippineStar,'398775681754341376',Hong Kong,,28800,,en
"Quezon City, Philippines","@thessamerrianne: Honesto, Promise!   HAHAHA..  #NapoLIES #Napoles #NapolesLive #PatrolPork #PorkProbe http://t.co/6Xl6DSi9VM HAHAHAHA!!!",1383881717.0,jameskyut,'398775729308979200',Singapore,,28800,,en
manila,"@LearningConfere yes ma'am , specially for Napoles , to say the truth .. thanks too ma'am ,..",1383881729.0,alyssa14ocampo,'398775781523873792',,,,,en
,Napoles pls die. i dont like talking about u over the dinner table. tenks. happy trip na lang to hell.,1383881749.0,janinagat,'398775861794459649',Beijing,,28800,,en
,Just saw the video of Arnold Clavio interviewing Napoles' lawyer. YOU ARE NOTHING BUT STUPID. Buti pa si arn2 na puppet mo dati. #justsaying,1383881749.0,iamcathyabayon,'398775865263144960',Alaska,,-32400,,en
,watching Napoles' full hearing.. lengthy but fun ,1383881798.0,Lewisamantha,'398776068791738368',Beijing,,28800,,en
Philippines,#Napoles keep safe! mag sabi ka na ng totoo :) you can deny to many people but u can't when u face the father.,1383881832.0,imjeansegovia,'398776210659876864',Pacific Time (US & Canada),,-28800,,en
"Here, There, Everywhere","In other news, #Napoles",1383881885.0,missoriented,'398776432471445504',Hong Kong,,28800,,en
Philippines,"...in other news, Janet Lim Napoles. Again.",1383881909.0,iAmTechieBecky,'398776535437414401',Beijing,,28800,,en
La Islas Filipinas ,Now Watching: [Full Complete 6 Hours] - Janet Lim Napoles at Senate Hearing on Pork Barrel PDAF (07 November 2013),1383881910.0,CantStopTheKing,'398776540843884544',Alaska,,-32400,,en
Bacoor City,Rowena Daroy-Morales: Senators have asked Napoles wrongly #24Oras,1383881947.0,ARNdentified,'398776693747228672',Beijing,,28800,,en
"Pasig City, Philippines","Dear #Yolanda, please go away and bring #Napoles with you. Bye! #Haiyan #Typhoon #SuperTyphoon",1383881950.0,JosephNebrida,'398776705344479232',Hong Kong,,28800,,en
Philippines,"""@AyyyGrabe: Arnold Clavio and Janet Napoles http://t.co/8c84kHUZYJ""",1383881953.0,ohwitSmekaren,'398776718351007744',Beijing,,28800,,en
,"Okay, now back to updating myself with pork barrel scam news. See? I told you guys Enrile is corrupt. I've always known.",1383881956.0,lesterrific,'398776733853175808',Seoul,,32400,,en
,Pray for the philipines this is the reason in the bicol earthquake and 2 storms with bagyong yoalanda and porkbarrel scam,1383881986.0,PrinceGonzales4,'398776859447414784',,,,,en
"Makati, Philippines",BASHA vs NAPOLES [pic]  https://t.co/SZVFPmI9MG,1383881987.0,engraldrin,'398776861330661376',Singapore,121.02108,28800,14.55073,en
,RT @SHANICEsideup: Napoles for My Amnesia Girl,1383882022.0,beatsandpeaces,'398777008752041984',,,,,en
Philipines,#Napoles is so screwed there is no version of this story where she comes out on top.,1383882057.0,Jonina_isSparky,'398777156563505153',Alaska,,-32400,,en
magic carpet ,#Nw yesterday's Napoles Senate hearing on youtube,1383882063.0,cess_mouse,'398777181632872448',Hong Kong,,28800,,en
Marikina City,#MGMgrandStadium napoles vs. Yolanda in December pls. ;)),1383882065.0,BabyBackRivs,'398777187609743361',Singapore,,28800,,en
Planet B612,Must-see: Beyond Elections (2008). Relevant to discussions on #participatorybudget as alterntve to #porkbarrel system http://t.co/y2upZbZgOr,1383882085.0,markerudra,'398777272552804352',Taipei,,28800,,en
Pasig,"Come on, no amount cajoling from Senate would make Napoles say anything of worth. She didn't get THAT rich by being stupid. Tuso yan!",1383882098.0,Joy_Alberto,'398777328664186881',Hong Kong,121.08489021,28800,14.57794479,en
"Paris, France","""@AcademyOfQuotes: Its funny how Janet Napoles' body language and facialexpression reveals the truth. Honesto please! #BantayKaban""",1383882100.0,BinibirochaXD,'398777336880836608',Beijing,,28800,,en
SG  PH,@Anjelu_Vispo: Utak ng pork barrel scam HS graduate. Bravo!! #Napoles,1383882103.0,andiiegee,'398777347878309888',Alaska,,-32400,,en
Taft Ave.,Napoles is the the most amateur criminal i've ever known. -.- seriously.,1383882106.0,ChristmaSison,'398777362562576384',Beijing,,28800,,en
In Your Head,"Napoles jokes are soooooooo lame. Admit it. Come on people, cut the crap! #justsayin",1383882107.0,mischievouspao,'398777365926797312',Hong Kong,,28800,,en
taytay rizal,"Dear Mrs. Napoles, puro ka ""I INVOKE MY RIGHT"" diyan, gusto mo sampal LEFT and RIGHT? #PatrolPork",1383882113.0,maineloves7,'398777390282702848',Pacific Time (US & Canada),,-28800,,en
,Dear yolandaPlease take chicser and napoles with you,1383882151.0,igiepny,'398777548630265856',Arizona,,-25200,,en
"balanga city,bataan",my amnesia girl ft. janet lim napoles http://t.co/p5DuUGz5Ww,1383882158.0,Otthew29,'398777580213383169',,,,,en
,"""@BabyBackRivs: #MGMgrandStadium napoles vs. Yolanda in December pls. ;))""",1383882169.0,walkbyfet,'398777624681381889',Singapore,,28800,,en
TEEHEE LAND,They should stop it with the Napoles jokes now it`s annoying,1383882201.0,theidiepie,'398777761260531712',,,,,en
Northern Marianas Island,"You're always saying ""I don't know"", what like you're the next Napoles",1383882204.0,funsizeshenelle,'398777770794582016',Brisbane,,36000,,en
,Napoles i rly h8 u. ur face is annoying,1383882207.0,janinagat,'398777784782163968',Beijing,,28800,,en
,"Dear Yolanda,Sapagalis mo isama mo na napoles!#YolandaPH strongest typhoon #PrayForThePhilippines #Philippines",1383882228.0,KmNavaA06,'398777871855927296',,,,,en
,Most hated in the Philippines. Janet Lim Napoles and Super Thypoon Yolanda.,1383882228.0,imclaclarissa,'398777871851720704',Beijing,,28800,,en
Philippines,Must-Read: Alternatives to the Pork Barrel System by @herbertdocena http://t.co/4EYYPpM9k4 #scrappork,1383882230.0,fdc_ph,'398777880710115328',Taipei,,28800,,en
,Samoka! Hoi #NAPOLES :3 :D #repost hmmm.. God bless everyone!  http://t.co/QXu0XiIke1,1383882243.0,mcgomez_11,'398777937119707137',Singapore,,28800,,en
"Ar Riffa,Bahrain",Janet lim Napoles eclipsed by Yolanda #yolandaPH,1383882267.0,estong2001,'398778035584782336',Riyadh,,10800,,en
"Quezon City, PH","You say it best, when you say nothing at all. #Napoles #Incrimination",1383882291.0,_jasondizon,'398778138689159168',Singapore,,28800,,en
Philippines,The Senate doesn't need Napoles or Luy to know what craven venalities its own Members engage in.  @teddyboylocsin @classroomgod,1383882310.0,SagadaSun,'398778218846507008',Taipei,,28800,,en
,LIKE --&gt; Na Janette Napoles Dre?LIKE --&gt; Amoy Mandirigma Society :-Danskiiee-,1383882324.0,BryBrios,'398778274329137153',,,,,en
"Davao City, Philippines",@sehunfarts @ohsehunv I invoke myself to self incrimination hahaha #napoles,1383882371.0,rafhrnndz,'398778471322615808',Beijing,,28800,,en
 @gomeztomygrande is my bff ,@narrycruise SHOW ME WHAT U DO (im done na-janet napoles ako),1383882372.0,frapuchinarry,'398778475537911809',Beijing,,28800,,en
,2 reasons why Yolanda is here:1) Janet Lim Napoles2) ChicserJust take them and leave!,1383882391.0,SpongyMica,'398778558073413632',Alaska,,-32400,,en
Fairview QC,"Me:ma, ano sinasabi ni Napoles sa hearing? Ma I invoked my right to self-incrimination. Me Ano ma?I invoked my right to self discrimination?",1383882434.0,ericaglp,'398778735211450368',Kuala Lumpur,,28800,,en
,"@LearningConfere @WildchIlllld no,because she is the mastermind of pork barrel.",1383882450.0,vincentparrilla,'398778802467131392',,,,,en
with bibingka ,"Janet Napoles stress-eating  Proven effective, so you should try it too  http://t.co/h1fW5Q00YL",1383882454.0,onefourteen1314,'398778821312135169',,,,,en
,Willie: You don't do that to me. Arnold Clavio: Wala kaming natutunan sayo. Napoles: I Invoke My Right.,1383882462.0,ClippGonzales,'398778853616656384',Beijing,,28800,,en
,@laslasnafriend: Smile smile din pag may crime. #Napoles http://t.co/1t3jq6s0lf,1383882469.0,Avengearl,'398778881991135232',,,,,en
,What does the fox say ?-Napoles : Hindi ko po alam .#NAPOLESZoned,1383882474.0,Gabbietoyii,'398778906095804416',Beijing,,28800,,en
",  ","so it's like 11,000 spoons for the trending issues about Yolanda, Napoles, &amp; Arnold Clavio when all we need is a knife to end this.",1383882487.0,iheartgivenyow,'398778959963234304',Pacific Time (US & Canada),,-28800,,en
,Willie: You don't do that to me. Arnold Clavio: Wala kaming natutunan sayo.Napoles: I Invoke My Right.,1383882491.0,ClippGonzales,'398778977914875904',Beijing,,28800,,en
Philippines,"Fuck Yolanda, fuck Napoles. I'm sick :( http://t.co/UmgQLVjyED",1383882521.0,ramilarellanojr,'398779099961102336',Alaska,,-32400,,en
,napoLES' FACE IS SO FUCKING SOGGY DUDE YOURE BASICALLY A BILLIONAIRE WHY NOT GO GET A FACELIFT THEN DIE YEAH?,1383882564.0,randomlyziall,'398779283931279360',Beijing,,28800,,en
,"""@rainquotesss: Dear Mrs. Napoles, puro ka ""I INVOKE MY RIGHT"" diyan, gusto mo sampal LEFT and RIGHT? #PatrolPork""",1383882599.0,niiecaps,'398779428647366656',Beijing,,28800,,en
,"Despite all these napoles issues, we can still say that there are still people willing to risk their lives for the country #atomaraullo",1383882602.0,pearlychels517,'398779442027167744',Beijing,,28800,,en
"Rodriguez, Rizal","Now showing-""My Amnesia Girl 2"" starring Napoles.",1383882637.0,KpopSeohyun10,'398779587368189952',Beijing,,28800,,en
Asgard (Loki is king!),"BONG REVILLA: (about Napoles) ""The truth will set you free."" Me: OH, NAY YOU DIDN'T. *bleep* *toot*How stupid could you get?!",1383882668.0,heysassgardian,'398779716422754305',Hong Kong,,28800,,en
Philippines,@LearningConfere This Napoles is wasting time and money of the senate and our country. She already stole billions isn't it enough?,1383882724.0,ThiSamanthaGirl,'398779954474672128',Beijing,,28800,,en
- Republic of the Philippines ,"""@vicegandako: Now watching the Napoles hearing on ANC. Is Janet wearing a foot and mouth proof vest?""",1383882783.0,arcedekath,'398780200483172352',Beijing,,28800,,en
 Makati City ,@byxspeaks: @DaDeDiDUDONG I invoke my right! HAHAHA. Napoles? Stay safe :*,1383882821.0,DaDeDiDUDONG,'398780359451484160',Hawaii,,-36000,,en
philippines,"""I dnt knw, I dnt remember, I invoke my right against self incrimination &amp; We will answer in the appropriate time""#Napoles #PDAFProbe",1383882872.0,imMaythile,'398780573247758336',Amsterdam,,3600,,en
Philippines,@LearningConfere I insist I'm not late. HAHA. Please see my wall because I posted a lot about Napoles.,1383882922.0,ThiSamanthaGirl,'398780784019902464',Beijing,,28800,,en
"Laoag City, Ilocos Norte",Walang report regarding Pork Barrel.,1383882963.0,Mauipout,'398780955407556609',Pacific Time (US & Canada),,-28800,,en
,"""@heysassgardian: BONG REVILLA: (about Napoles) ""The truth will set you free."" ..."" This made my night but please don't ever speak again?",1383882972.0,linelleism,'398780995320569856',Alaska,,-32400,,en
my SeXXX Dreams,NAPOLES = A pig inside a human body #SWINE #ARTPOPxASTROPLUS,1383882976.0,iamHeartVelasco,'398781008952061953',Beijing,,28800,,en
,"stop playing with game Napoles, just tell the truth!",1383883012.0,elaiceezy,'398781161045897216',Arizona,,-25200,,en
,Miriam: Musta crush mo?Napoles: I don't know,1383883019.0,ResidentEpalJB,'398781192368951296',Beijing,,28800,,en
Lucena City,"Yolanda, Please be gone just take Napoles with you then @ladygaga will be a free bitch to trend worldwide :)) #ARTPOPxASTROPLUS @ladygagaph",1383883062.0,ladyhershey28,'398781371042107392',Seoul,,32400,,en
,"there's only 1 way for Philippines to get back &amp; fix all the devastating damages by Yolanda time to use that ""Napoles account""!! #JustSaying",1383883075.0,ljroxz,'398781424112635904',London,,0,,en
Philippines,@LearningConfere Typhoon Yolanda is angry with Napoles. Let us give Napoles in exchange of safety for our contry :),1383883106.0,ThiSamanthaGirl,'398781555864137728',Beijing,,28800,,en
United Kingdom,I just watched an episode of Probing Napoles: The Senate Hearing... http://t.co/uYmuO1RV45,1383883127.0,gen_capito,'398781643668062208',,,,,en
Philippines,Senators express frustration with Janet Lim Napoles's evasive answers http://t.co/ehnnUlQlP8,1383883139.0,allnewsph,'398781692141252610',Hong Kong,,28800,,en
"Quezon City, Philippines","Maybe if we sacrifice Napoles' freshly drained blood to Satan, the storm will be gone. Loljk",1383883139.0,athenaasalvador,'398781695119593472',Beijing,,28800,,en
,Knock2hus dernapolesnapoles hucatch me napoles for u...,1383883159.0,Orjofiel,'398781777550262272',,,,,en
Phillipines,I'm with Napoles. &gt;.&lt;,1383883195.0,KlaryDepp,'398781929505320960',Arizona,,-25200,,en
my SeXXX Dreams,"HOY YOLANDA, #DoWhatUWant with Napoles bodeeeh... #ARTPOPxASTROPLUS",1383883252.0,iamHeartVelasco,'398782169406910465',Beijing,,28800,,en
Dagupan City / Baguio City,So Napoles talk here. HAHA.,1383883258.0,aaaaaa6593,'398782193746460672',Arizona,,-25200,,en
"Bacoor City, Cavite, PH","""@TEQUlLANOURRY: ""650 pesos for midnight memories""napoles pls""",1383883263.0,Kevin_Mappala,'398782215762345984',Singapore,,28800,,en
Beyond the cosmos.,"The truth will set you free. Unless you are Napoles, Enrile, Estrada or Revilla.",1383883278.0,the_RohanB,'398782276613308416',Singapore,,28800,,en
EARTH,unsai maingon ninyo ni Napoles?  Who's that? O.o http://t.co/tbKKynmHLL,1383883303.0,dafemqiao,'398782380875718657',Beijing,,28800,,en
MNL ,"Good Lord, Napoles' ""Tanda"" was once a Jamer.",1383883333.0,TheAveengers,'398782506939346945',Hong Kong,,28800,,en
BLR,I invoke my right - Napoles,1383883348.0,CheeckyTricia,'398782571632283648',Alaska,121.5541093,-32400,15.7560352,en
"Manila, Philippines UTC +8",Netizens: Janet Napoles is 'My Amnesia Girl' via @rapplerdotcom  http://t.co/Tlmlc0S7HO,1383883352.0,nocfemia,'398782586547220481',Singapore,,28800,,en
South Newbury Heights,JANET LIM-NAPOLES! I beg of you to please tell the whole truth and nothing but the truth to put this dang country out of its misery!,1383883410.0,ItsIreneCabrera,'398782830823493632',Central Time (US & Canada),,-21600,,en
,I  madam sen. Santiago #Napoles. #taray #buuuurn,1383883456.0,JohnVerJimenez,'398783021744005120',Alaska,,-32400,,en
MNL | NYC ,@Amphigong: I don't like wishing bad things on people. pero sana isama ni Yolanda si Janet Lim-Napoles. #SorryNotSorry,1383883513.0,itsmesamgerman,'398783260664152064',Taipei,,28800,,en
"Monte Vista, CO, US",Its funny how Janet Napoles' body language and facial expression reveals the truth. Honesto please! #NapolesPH,1383883516.0,ADonaby,'398783275734695936',,,,,en
,"Smile smile din pag may crime. #Napoles http://t.co/6NqaFRx9Wk""",1383883537.0,btchslvme,'398783364343136257',Abu Dhabi,,14400,,en
"Cavite, Philippines","Janet Napoles: Honest to, promise! Noooooot hahahahaha  *photo credits to owner* http://t.co/VtzrNVGc12",1383883585.0,blesslarin,'398783565212565504',Hong Kong,,28800,,en
Quezon City,Why not Janet Lim-Napoles as a guest cast in #Honesto? Do you imagine that?!?,1383883588.0,AgentNels,'398783577711599616',Taipei,,28800,,en
quezon City ,#YolandaPH we offer you our Senators and Napoles as a sacrifice. Please leave the country asap.,1383883589.0,rsventurina,'398783580492406785',,,,,en
"Malate, Manila and BGC",#HonestoTellsTheTruth akala ko #Napoles Tells the Truth ahahah. #PatrolPork,1383883594.0,gReJeME,'398783602558648320',Singapore,,28800,,en
Manila,"""@ABSCBNNews: WATCH: Miriam tries to make Napoles 'sing' http://t.co/4kj5htqni0"" - Thank God there's Miriam!",1383883607.0,Mikee00_00,'398783656627404800',Quito,,-18000,,en
Philippines,Senators know institution is mortally wounded. Bringing in Napoles was a failed attempt at mouth-to-mouth resuscitation  @cyberdean07,1383883612.0,SagadaSun,'398783675933802497',Taipei,,28800,,en
,"eating my dinner while watching the hearing of napoles ""pork barrel queen"" http://t.co/7dfrj3eVGR",1383883615.0,IamSuperman456,'398783689074548736',Alaska,,-32400,,en
,Who is the most famous person in your country?  Janet Napoles =))) http://t.co/0hNPFBan1M,1383883636.0,cjedenum,'398783778669494272',,,,,en
"Tolani Lakes, AZ, US",What does the fox say? #Napoles: di ko po alam!,1383883649.0,turellj6,'398783832725684224',,,,,en
,"@blesslarin: Janet Napoles: Honest to, promise! Noooooot hahahahaha  *photo credits to owner* http://t.co/fQ7bAdVlhU HONESTO !!!",1383883671.0,Laalarinlarin,'398783926014980097',Beijing,,28800,,en
In my happy place.,I wish Janet Napoles' nose is similar to that of #Honesto 's. #LyingGameOver,1383883694.0,sans_recourse,'398784022551093248',Singapore,,28800,,en
,# tvpatrolpork. Napoles have shown shes is guilty. My GOD! She is impossible.,1383883711.0,UySheilajane,'398784091635470336',,,,,en
"Pierce, CO, US","Sporting a new hairstyle and wearing a maroon blazer, Santiago said upon seeing Napoles: ""Oh there you are. Let me take a good look at you.""",1383883721.0,tu_widellq2,'398784133188825088',,,,,en
"Mariveles, Bataan","Dear Yolanda, I know it's more fun in the Philippines, but that campaign wasn't meant for you! alay nalang namin si Napoles sa'yo want mo?",1383883733.0,YnNamuel,'398784184979705856',Beijing,,28800,,en
,"Janet lim napoles , 54, new bilibid prison Philippines!!!!",1383883752.0,justnhadz_,'398784266210783232',Arizona,,-25200,,en
"Metro Manila, Philippines",New blog post -  On Covering the Napoles Hearing &amp; Engaging with Senator Miriam Defensor http://t.co/Bw9M1Yczm6,1383883774.0,momblogger,'398784355331371009',Hong Kong,,28800,,en
"Metro Manila, Philippines",On Covering the Napoles Hearing &amp; Engaging with Senator Miriam Defensor-Santiago about bloggers http://t.co/Jwd6wzH3pF,1383883824.0,momblogger,'398784566585864193',Hong Kong,,28800,,en
Dasmarias City,"If DeathNote exists, I would write Napoles's name there.  Wuhahaha!",1383883833.0,eZhipots,'398784606033293313',Pacific Time (US & Canada),,-28800,,en
Manila,Lawyer says  Napoles as state witness will benefit country http://t.co/v4iEikP0nk #verafiles,1383883848.0,LalaOrdenes,'398784668733939713',Singapore,,28800,,en
Philippines,Lawyer says  Napoles as state witness will benefit country http://t.co/HTWiSPFgcW,1383883848.0,verafiles,'398784666796183552',Hong Kong,,28800,,en
,"Santiago interrogates Napoles about her lawyer Rene Villa: ""I have to say I have never met a biodata with such unparalleled mediocrity.""",1383883851.0,jerjercheater,'398784682139353088',Alaska,,-32400,,en
,Who is the cruelest person in history?  Napoles hahahahahaha http://t.co/VN6R4zpKhg,1383883895.0,gellybeaan_,'398784864700604416',Greenland,,-10800,,en
UAE,Janet Napoles requesting for an executive session is so ridiculous! Is that what those corrupt politicians hiding under your skirt told u?,1383883947.0,vangiebiluan,'398785081898065921',Abu Dhabi,,14400,,en
MNL,Fu Yolanda. Go to hell. bring Napoles with you. ..i..,1383883993.0,JaSareneCents,'398785276455043072',Pacific Time (US & Canada),,-28800,,en
Philippines,Now if only Honesto could pass down his curse to Napoles...,1383884041.0,sabsecillano,'398785475785154560',,,,,en
quezon city,The problem is not that Napoles does not want to say the truth but that the senators do not know how to extract questions.,1383884066.0,tinbeey,'398785581364178944',Hong Kong,,28800,,en
Philippines,"""I didn't listen to the Napoles testimony yesterday. Her replies are identical to the ones I get in class everyday"" -Mr. Vic Torres",1383884070.0,PaulonFan,'398785598535643136',Taipei,,28800,,en
BLCN // MNL,"We hope everyone is okay. Yolanda, you filthy typhoon go away and please take Napoles with you.",1383884093.0,diegsanity_,'398785695688314880',,,,,en
The City of Townsville,Napoles should watch Honesto,1383884104.0,juliancarag,'398785741305548800',Kuala Lumpur,,28800,,en
@Bulihan Silang Cavite :)),"FINAL WORDS of Sen. Miriam to Napoles: ""Tell the truth before the senators affected will have you assassinated.""",1383884137.0,arashannine,'398785878257983488',Arizona,,-25200,,en
between heaven and hell.,"On a scale from Napoles to Honesto, how often do you tell the truth?",1383884143.0,elika0625,'398785904426250240',,,,,en
ph,@sabsecillano: Now if only Honesto could pass down his curse to Napoles...,1383884145.0,itsleirap,'398785912798081024',Arizona,,-25200,,en
