user utc offset,text,created_at,user,id,user time zone,lng,user location,lat,language
,The reason why the senate's so aggressive against Napoles is because they know they're on the losing side. (imo),1383915418.0,pid_went,'398917080373682176',,,,,en
"Alexandria, VA",Pork Barrel BBQ Offers Reward for Finding Houdini http://t.co/mc9vOUxo3z,1383915702.0,PBBBQDelRay,'398918271333707776',,,,,en
,Pork Barrel BBQ Offers Reward for Finding Houdini http://t.co/KbY2JKN5cg,1383915812.0,MangoMikes,'398918732514226176',,,,,en
Earth,Re:  Miriam Santiago steals the show in Napoles Senate hearing http://t.co/HPKkMj0TGU,1383916715.0,pinoycyberkada,'398922523166785538',,,,,en
,I like punchline no. 2! Choose the #PugadBaboy ending you like best - #PugadBaboy: Reading Napoles: http://t.co/zVIUPT7V88,1383916743.0,Humps501,'398922641219657728',Hong Kong,,28800,,en
"Newcastle, UK","Janet Napoles you're such a dumb ass...as of now you're nothing but a dead woman walking, might as well tell the truth... #PROBINGNAPOLES",1383916973.0,AmEtHySt0325,'398923604349317121',London,,0,,en
,"Lord, please stop #YolandaPh or better throw napoles with it.",1383917058.0,GullatteRev,'398923958747009024',,,,,en
,@ABSCBNNews Napoles lied in the Senate Hearing. They should put her now in a regular jail now and pull out her security  #PatrolPork,1383917134.0,boogieid,'398924280932470784',,,,,en
D U B A I | M A N I L A ,"Napoles will never talk. Kill yourself! Lol, all i heard was ""Di ko alam"" Amffff -,-",1383917191.0,AnneHenson16,'398924516337786881',Abu Dhabi,,14400,,en
,@ABSCBNNews Why is the government giving Napoles special treatment? She protected herself &amp; her cohorts in the Senate Hearing! #PatrolPork,1383917245.0,boogieid,'398924744419848192',,,,,en
in God's arms,Cant wait to watch this! #pork  #baboy #justice #napoles #jinggoy #senator http://t.co/z8IqTfSGfa,1383917404.0,the_realEden,'398925410412421120',Eastern Time (US & Canada),,-18000,,en
,"good people of Bohol and Cebu were hit by earthquake &amp; super typhoon..please, spare them.' hope pork barrel thieves get hit &amp; suffer instead",1383917441.0,2012twt4eli,'398925568999043072',,,,,en
,@ABSCBNNews Bong Revilla to Napoles' rescue! Bong should pay for Napoles' lawyer coz he made a lot of money in the PDAF Scam! #PatrolPork,1383917517.0,boogieid,'398925885857726465',,,,,en
philippines,Strongest Typhoon: Yolanda  Strongest Nation: Philippines Strongest People: FilipinosStrongest Pig? Napoles,1383917541.0,Prince_Jay24,'398925987531878401',Alaska,,-32400,,en
"London, United Kingdom","I liked a @YouTube video http://t.co/Ru65KV6Ux0 Livestream: Napoles at Senate pork scam hearing (Nov. 7, 2013)",1383917549.0,Siyangco,'398926017927970818',London,,0,,en
,@ABSCBNNews Revilla should just RESIGN it's obvious that he's protecting Napoles so that she won't implicate him in the Scam! #PatrolPork,1383917836.0,boogieid,'398927224172068864',,,,,en
"Toronto, Ontario","@jonelleJBgarcia nothing really, it's just about the pork barrel thinggy",1383917985.0,imdianemiranda,'398927847315632128',Atlantic Time (Canada),,-14400,,en
WEIRD WORLD,"Cant get over about Napoles wealth which is ""tama lang"" having 3 houses and 7 cars. If thats the case, we belong to the poorest of the poor.",1383918206.0,_kaTz0ne,'398928774311317504',Pacific Time (US & Canada),121.06330723,-28800,14.55232727,en
,Leo Paras: WHY NAPOLES LIED? http://t.co/bC6J5Xr9hX,1383918923.0,MobRally,'398931783737040896',,,,,en
,Leo Paras: WHY NAPOLES LIED? http://t.co/rRLnwCd16l,1383918942.0,MobRally,'398931864510930944',,,,,en
,Leo Paras: WHY NAPOLES LIED? http://t.co/1UN2NiFR1d,1383918967.0,MobRally,'398931967564980224',,,,,en
,http://t.co/zv661ElTjm: Bong's lawyer: Senate violated Napoles' right http://t.co/pPDSdztWWT via @ABSCBNNews,1383919000.0,MrsA41407250,'398932107747028992',,,,,en
Neverland,"JANET NAPOLES-  MOTHER OF ALL SCAMS. DAPAT ""QUEEN OF ALL SCAMS""",1383919202.0,inzaynwithlarry,'398932951955562496',Beijing,,28800,,en
,Legarda: Ive given up my pork for 2014 http://t.co/9y4k5y9E2k #porkbarrel #pdaf #dap,1383919396.0,PorkBarrelNews,'398933767894892544',,,,,en
,#Osmena: important thing is that #Napoles is secure and she can divulge details of her #transactions http://t.co/Pt7msf8Mmy #PDAF #PorkScam,1383919423.0,JoeMaristela,'398933881443086336',Hong Kong,,28800,,en
????,wow napoles' daughter tho http://t.co/IBr8KGmQtn,1383919523.0,beaphernelia,'398934297731559424',Singapore,,28800,,en
"Nordheim, United States",The reason why the senate's so aggressive against Napoles is because they know they're on the losing side. (imo),1383919995.0,LeatriceRockett,'398936281037963264',,,,,en
,@ABSCBNNews Napoles projected herself as guilty as accused thru her selective denials and answers. It was a joke.,1383919997.0,citizenjo,'398936285500280833',,,,,en
????,"this janet napoles' daughter, y u keep on starting your blog posts as if on some f.r.i.e.n.d.s. episode name??? #fuckingplease",1383920019.0,beaphernelia,'398936377867268096',Singapore,,28800,,en
"Brooklyn, United States","What's the matter, Napoles. For all we know you're already dead to those whom you plead allegiance to. (1/2)",1383920429.0,madelinepingrey,'398938100455735296',,,,,en
Philippines,Sen. Miriam asks Napoles: Who is most guilty? - http://t.co/Ecs0X1vJx3,1383920491.0,jcyberinux,'398938358023331840',Hong Kong,,28800,,en
,That kind of smiles shows he knows something about the defense of Napoles before the senate. http://t.co/RCMEHnbZaF,1383920658.0,Sheepdog1998,'398939058489266176',,,,,en
PHILIPPINES,"""Don't let negativity drag you down. Use it as motivation to work hard.""Goodmorning.Free fb. Free Twitter.Bka dto napnta 10b ni napoles.",1383920733.0,jcedwicks,'398939373283975168',Seoul,,32400,,en
Davao City,Arnold Clavio unprofessional interview to the lawyer of Napoles Atty Alfredo Villamor.   http://t.co/ROCWxJHUiI,1383920734.0,Jervydelota,'398939378120015873',Tijuana,,-28800,,en
Val city,Sen. Miriam asks Napoles: Who is most guilty? | Watch the video - Yahoo Philippines News http://t.co/cU8PAf60hq,1383920745.0,Bregonia,'398939426186752000',Alaska,,-32400,,en
,What does the fox say? #Napoles: di ko po alam!,1383920762.0,angeline_freyre,'398939495896481792',,,,,en
Philippines,Janet Lim Napoles by the numbers - http://t.co/VuNnFjMC3u,1383920851.0,jcyberinux,'398939867561721856',Hong Kong,,28800,,en
Philippines,"Watching the Napoles probe hands down to your bravery, integrity and intelligence @senmiriam",1383921077.0,siricsantos,'398940818561462272',Pacific Time (US & Canada),,-28800,,en
CLUBVISION300,"If Janet Napoles will be assasinated anytime this month. The case will not be closed, once it happens then we... http://t.co/HqLDOgobxf",1383921412.0,nagelguru,'398942221363609600',Greenland,,-10800,,en
"Highspire, United States",The reason why the senate's so aggressive against Napoles is because they know they're on the losing side. (imo),1383921434.0,MarrsRoaro,'398942315810934784',,,,,en
,Have u seen this pic? #Napoles #Drilon http://t.co/5Cg0j8nHIp,1383921617.0,peacheshonestly,'398943080696406017',,,,,en
"Manila, Philippines",@SayChiz Thank you for openly making a  stand about Napoles to be inside a real jail. Admirable act.,1383921881.0,PelitaPeraltaUy,'398944190869958656',Hong Kong,,28800,,en
"Manila, Philippines","@jvejercito pls. fight for the dignitiy of the Filipinos, propose to transfer Napoles to a real jail. She shld stop playing with all of us.",1383922009.0,PelitaPeraltaUy,'398944726918782976',Hong Kong,,28800,,en
Manila,[BNN PH News] Stonewall Napoles Cayetano and Revilla react to alleged scammers testimony http://t.co/Pm60PO4exe,1383922015.0,AllNews_PH,'398944753082830848',Beijing,,28800,,en
,"""@BagyongYoIanda: With Napoles and Chicser. #RIP""",1383922140.0,biiiyaaaa,'398945276964007936',,,,,en
PHILIPPINES,Stonewall Napoles Cayetano and Revilla react to alleged scammers testimony http://t.co/7b1aElp36H via PhilTimes,1383922198.0,BalitaNgayon,'398945517956530176',,,,,en
"Paranaque, Philippines",AngelLocsin: What's the #2 anti dandruff shampoo in the world? Napoles: Di ko po alam!,1383922413.0,IamChellefaith,'398946421572792321',Alaska,,-32400,,en
"Cavite, Philippines",Go away Yolanda! Isama mo si Napoles sa pagalis mo!#PrayForThePhilippines,1383922445.0,AdmeenYeen,'398946555476340736',,,,,en
"Kingdom Far, Far Away","The Philippines have gone through a lot this year: several typhoons, terrorism, earthquake, pork barrel scam. But we will rise above these!",1383922598.0,minaku_aino,'398947199049924608',Hong Kong,,28800,,en
Philippines,21 Funny Photos of Janet Amnesia Girl Napoles on Memes http://t.co/77N7yIYlQi via @iamscoopboy Napoles JOkes,1383922800.0,iamscoopboy,'398948045431132160',,,,,en
PHL,NAPOLES's case is now written in the History of the Philippines.,1383923042.0,ZisforZEENA,'398949059324416000',Beijing,,28800,,en
,"I find it annoying that Malacanang has been oblivious to realities; #hkphissue #porkbarrel #pheconomy, is Pnoy living in an alt reality?",1383923076.0,ReggieGuina,'398949202270490624',,,,,en
QC bago sarili,"So, the lawyer of Napoles is an Ilonggo.",1383923296.0,PhilSuplico,'398950124971257856',Alaska,,-32400,,en
,Return the #10B php to the #people for the #people!#pdafsam #Napoles #senators #philippines #porkbarrel #earthquake #YolandaPH,1383923572.0,parisred88,'398951280200404992',Casablanca,,0,,en
,"Yolanda leaves the PH. Leaves a few innocent people dead. In other news, Napoles and our corrupt government officials are alive and well.",1383923632.0,John_Louie,'398951533884108800',Hong Kong,,28800,,en
,With even just a little bit of the money that Janet Napoles and senators stole they could have built comfortable disaster evac,1383923784.0,CoxenBob,'398952173515837440',,,,,en
mind matter|God's arms,"""@BagyongYoIanda: With Napoles and Chicser. #RIP"" finally",1383923833.0,mikabadillo,'398952377027272704',Alaska,,-32400,,en
Melbourne,@jonstribling Shorten is a vicious political  monster. Rudd has to leave Parliament for ALP to have a chance and Hockey will pork barrel,1383923876.0,deccles26,'398952556564471808',Melbourne,,39600,,en
"Mankato, Minnesota",Amen I say to you if Napoles will be found guilty AND all politicians associated with the case will be convicted with her.,1383924105.0,anthonybaliuag,'398953519182794752',Baghdad,,10800,,en
"Manila, Philippines",Napoles the liar should be sent now to ordinary jail! We need the whistle blowers and not a liar like Napoles!  http://t.co/a6lC3nrhW5,1383924270.0,DelfinEclevia,'398954210995097600',,,,,en
"Cebu, Philippines",Flash floods. Pork barrel scam. Zamboanga crisis. Major earthquake. Super typhoon. What a disastrous year for us Filipinos. #BangonPilipinas,1383924359.0,cotiaAllen,'398954582430076929',Abu Dhabi,,14400,,en
,@Ciara_Napoles10 @BlakeBodily70 @_kylee_price_ @cinacbekir thank you napoles!,1383924533.0,Cole_Fuller3,'398955311689519104',,,,,en
Dagupan City,"""PHOTO: Juana Change is also among the anti-pork barrel protesters in front of the Senate http://t.co/3dj3fOWv8y | via @iancruz_gmanews""",1383924552.0,ErickUngos,'398955393679777792',Seoul,,32400,,en
"Amberg, United States","Lord, please stop #YolandaPh or better throw napoles with it.",1383924603.0,caruana_ortela,'398955607702900736',,,,,en
Imus City,Pork barrel kings gambit http://t.co/FDIFcULMHz ......w/c is a public lynching of his political opponents while he keeps the loot.,1383924637.0,itang_seryo,'398955750174638080',Hong Kong,,28800,,en
,"[NewsLife] Sen. Escudero: Napoles should be transferred to regular detention || Nov. 8, '13 http://t.co/FakAJKVQrb",1383924756.0,jovelyn_n,'398956248420597760',Hawaii,,-36000,,en
"Quezon City, Philippines",MTRCB summons Arnold Clavio for rude language against Napoles lawyer http://t.co/GiVp7glzaG #SiraAngAraw #SiraRinCareer,1383924952.0,njytolentino,'398957069534896128',Singapore,,28800,,en
Tomorrowland,Napoles should be jailed for 20 years? You got to be kidding man,1383924986.0,mitchkulot,'398957211369496576',,,,,en
Philippines,Napoles: I'm sorry... Miriam: You should be!!PAK!!!,1383925186.0,iCwissy,'398958053573156864',Singapore,,28800,,en
Instagram: Ryepad,We are Filipinos! #waterproof #typhoonproof #lifeproof and do not wear #bulletproof like #napoles #maymaiconnectlang http://t.co/cknVzv26kE,1383925354.0,Ryepod,'398958757432270848',,,,,en
dancing in the rain,pork barrel issue &gt; yolanda issue ,1383925477.0,stephanielaysha,'398959271066353664',Alaska,,-32400,,en
Earth,I invoke my Right HAHAHA            -Napoles,1383925613.0,dendipa,'398959841667854336',Beijing,,28800,,en
,pork barrel is the problem of the Philippine,1383925653.0,allanjovel,'398960011214217216',Beijing,,28800,,en
"Friedens, United States",Its funny how Janet Napoles' body language and facial expression reveals the truth. Honesto please! #NapolesPH,1383925771.0,ApplegarthQ,'398960505001623552',,,,,en
PHILIPPINES,Sen. Bong Revilla pleases with Napoles testimony though admits it fell short http://t.co/gqPRVQTpPJ via PhilTimes,1383925792.0,BalitaNgayon,'398960594151563264',,,,,en
sekailu,lmfa o napoles zoned #EMAzing EXO http://t.co/eHcOJWSuA6,1383925865.0,cjvssexo,'398960900427612160',Beijing,,28800,,en
,Hypocrisy Abounds in Congressional Tea Party Pork Requests http://t.co/8QEWH8Qge4 #Hypocricy #Occupy #porkbarrel #TeaParty #tlot,1383925988.0,LiberalBeef,'398961417534963712',Atlantic Time (Canada),,-14400,,en
,"kudos to the government for the early prep. sana laging ganyan. SLOW CLAP.  mnlf, quake, yolanda, napoles, can't bring us down. ",1383926286.0,scales76,'398962664279261184',,,,,en
Meycauayan Bulacan,Any news from napoles?,1383926380.0,exotic_meeeeeee,'398963059906998272',Pacific Time (US & Canada),,-28800,,en
Manila,[BNN PH News] Sen. Bong Revilla pleases with Napoles testimony though admits it fell short http://t.co/huj9CHbdLH,1383926392.0,AllNews_PH,'398963109835980800',Beijing,,28800,,en
Digos,Queen of denial NAPOLES !,1383926565.0,RJ_simplicity,'398963836675293184',Arizona,,-25200,,en
"Quezon City, Philippines",He is really protecting Napoles. http://t.co/OqIOciQDih,1383926643.0,francisang,'398964161495187456',Taipei,,28800,,en
,http://t.co/G7WQOe9MEG: Cayetano: Napoles should be jailed 20 years for lying http://t.co/0Zag6ZRQET via @ABSCBNNews,1383926723.0,Sheepdog1998,'398964498343542784',,,,,en
,"Localy they should have named the typhoon ""Napoles"" so that it doesn't divert so much of the attention away from... http://t.co/f6Jeoe1saR",1383926876.0,skywalkerRS,'398965138889650176',Hong Kong,,28800,,en
Philippines; it's more fun :),"With all of these things happening in our country, I do hope justice prevails. You should be ashamed of yourselves, #Napoles &amp; your Minions",1383927011.0,jfbTweets,'398965705967558656',Beijing,,28800,,en
,@dunnjasonm Tuesday night #porkbarrel tia the season,1383927021.0,Wreckitralph35,'398965749509005312',Pacific Time (US & Canada),,-28800,,en
,Cayetano: Napoles should be jailed 20 years for lying | ABS-CBN News http://t.co/VlOBJFj6qM,1383927022.0,leadapn_03,'398965751371272192',,,,,en
World,@pauwerfulmei you look like Napoles in this pic hahhahahaah,1383927031.0,MykeCCohen,'398965788477911040',Beijing,,28800,,en
Philippines,"Napoles lied, says Alan Cayetano http://t.co/VqHcj2uv8E via @inquirerdotnet",1383927072.0,pantabangan,'398965962814156800',Beijing,,28800,,en
,"I had lunch w a friend and after a heavy meal he touched his stomach and said ""I really need to Napoles!"" Hahaha #context",1383927148.0,EllirJuan,'398966282743468032',,,,,en
Baguio City,Maybe #YolandaPH is trying to say to #Napoles to speak the truth and open her eyes to the real situation of the Filipinos!!!,1383927266.0,sharryLeL,'398966777306046464',Baghdad,,10800,,en
Philippines,Napoles: I pity senators; Luy: Shes lying http://t.co/Ll0E8PKjPl,1383927315.0,rapplerdotcom,'398966982164639744',Taipei,,28800,,en
,Napoles is very stern on her crooked statements.,1383927465.0,TinzTheGreat,'398967611003658240',Hong Kong,,28800,,en
MNL,"""Napoles: I pity senators whose names are being dragged."" ~ One of her relevant statements tho.",1383927675.0,ETHELanncohol,'398968489555148800',Beijing,,28800,,en
Philippines,"Be afraid, be very afraid!I'm not sure what Napoles should be worried about most, being assassinated or  Sen.... http://t.co/Z0tOFALEMB",1383927836.0,FatCatinManila,'398969167409582080',Hong Kong,,28800,,en
Philippines,Napoles: I pity senators; Luy: Shes lying http://t.co/YaiPxP9SlY via @rapplerdotcom,1383927900.0,valilanadeshya,'398969435035160576',Pacific Time (US & Canada),,-28800,,en
In a grain of sand,"The only thing I find more annoying than Napoles pleading the 5th is people taking ""I invoke my right to self incrimination"" out of context",1383928139.0,techNICOLEr,'398970438883098625',Pacific Time (US & Canada),,-28800,,en
Earth,Napoles transfer to regular jail up to court - http://t.co/cccArp9EWJ: http://t.co/cccArp9EWJ Napoles transfer... http://t.co/46fVIFUjT8,1383928146.0,rigb,'398970468402622464',Singapore,,28800,,en
Earth,Napoles transfer to regular jail up to court - http://t.co/mkB3lNT1mJ: http://t.co/mkB3lNT1mJ Napoles transfer... http://t.co/6YiAXYZDet,1383928146.0,ivan2266,'398970468926885888',Singapore,,28800,,en
,Napoles transfer to regular jail up to court - http://t.co/wFySJbngav: http://t.co/wFySJbngav Napoles transfer... http://t.co/7MMkpHHG5f,1383928147.0,Ivan226622,'398970469707046912',Singapore,,28800,,en
"Manila, Philippines",4 senators renounce pork http://t.co/2kIATbMYte #Napoles @pribsenate | @TJBurgonio,1383928202.0,inquirerdotnet,'398970700431499265',Hong Kong,,28800,,en
Somewhere,Doing my homework in 118 regarding the Napoles hearing ._.,1383928279.0,iskolohista,'398971024563122177',,,,,en
Zamboanga City ,"Kapag may sisingit pa ngayon sa line I sweaaaar I'll shout like hell infront of youuu! And drag you down where napoles is, The HELL",1383928279.0,HeeyItsDeehj,'398971025599102977',Sydney,,39600,,en
"Marikina City, Philippines","Ang dami namn give-aways ni #Napoles -body language and facial expressions anger, contempt, regret unnatural surprise facial reaction. Liar!",1383928431.0,DanSudario,'398971660641918976',,,,,en
,Sign on exile companies online so as to depict pork barrel inland shuffling: rTQp,1383928648.0,BrodyKingsman,'398972571388874753',,,,,en
"Caloocan, Philippines","@ABSCBNNews   they are defending napoles for an obvious reason..isa pa, Senate and People of the Ph have ALL the RIGHTS to do.",1383928672.0,IDrYeng,'398972672270278659',,,,,en
,@BagyongYoIanda: With Napoles and Chicser. #RIP,1383928888.0,andreasolon,'398973580651683840',Pacific Time (US & Canada),,-28800,,en
"Makati, Philippines",I never really gave a f*ck about politics my entire life. I just stumbled upon the footage of this Pork barrel hearing on youtube..,1383929007.0,amorvicious,'398974078138073088',Hong Kong,,28800,,en
anywhere adventure takes me,"""@rapplerdotcom: Napoles: I pity senators; Luy: Shes lying http://t.co/yETImMx1mD"" - the gall!",1383929026.0,jelansangan,'398974158924566529',Hong Kong,,28800,,en
,"""@inquirerdotnet: 4 senators renounce pork http://t.co/g1bi4TyWi2 #Napoles @pribsenate | @TJBurgonio""",1383929045.0,gen00ful,'398974239467782144',,,,,en
San fernando | Pampanga,"NAPOLES:""I invoke my right""Invoker Lord.-invokelistQuas - HindiWex - OoExort - EwanInvoke - I invoke... http://t.co/tu7fxIfgCW",1383929057.0,EsquivelJulius,'398974289292324865',,,,,en
"Bacoor, Cavite",@padillakaaath Napoles: I invoke my right. HAHAHAHAHA payeah naman,1383929101.0,_Y_ve_R_,'398974474600452096',Beijing,,28800,,en
"Marikina City, Philippines",Vic Lima on DZMM: Calling all the Anti-Pork Barrel group to volunteer.,1383929237.0,rayanposadas,'398975041540354048',Hong Kong,,28800,,en
PHILIPPINES,Sen. Bong Revilla pleased with Napoles testimony though admits it fell short http://t.co/u4PmCDnlcH via PhilTimes,1383929381.0,BalitaNgayon,'398975646212554752',,,,,en
malayo sa chicser,@BagyongYoIanda: With Napoles and Chicser. #RIP Wahahaha =)),1383929422.0,chicshits,'398975817121669120',Beijing,,28800,,en
Yakal Neverland,And then i saw this! At this early im callling this the winner of the internet today! #Napoles #patrolpork http://t.co/3PDjUG9onV,1383929465.0,donsalcedo,'398976000148508673',Singapore,,28800,,en
Koronadal City,GOODMORNING :)))#NAPOLES#HND_KO_PO_ALAM http://t.co/qnVBQEioJh,1383929509.0,GCabangcala,'398976183217704960',Arizona,,-25200,,en
God's Child ,Janet Napoles voted #EMAzing EXO,1383929688.0,gailparan,'398976933855129600',Beijing,,28800,,en
,By Macon Ramos-Araneta:Govt urged to stop VIP care of Napoles http://t.co/EUU2KOzzd9,1383929752.0,cfherrera_mst,'398977202001178624',Beijing,,28800,,en
,@SagadaSun @teddyboylocsin @TonyShappy @TheHumbleBella By Macon Ramos-Araneta: Govt urged to stop VIP care of Napoles http://t.co/IoY3UOa9tl,1383929866.0,cfherrera_mst,'398977680348958720',Beijing,,28800,,en
,@supsup010 @bethangsioco @1giney @mrsunlawyer By Macon Ramos-Araneta: Govt urged to stop VIP care of Napoles http://t.co/1z3wLh6cnf,1383929931.0,cfherrera_mst,'398977955788910592',Beijing,,28800,,en
,@momblogger @ChiliMedley @EricMaluba @andreatrinidad By Macon Ramos-Araneta: Govt urged to stop VIP care of Napoles http://t.co/42WpIizghs,1383929985.0,cfherrera_mst,'398978179747958785',Beijing,,28800,,en
,@TitaLuv13 @Tito_Ces @tilitay93 @indayevarona By Macon Ramos-Araneta: Govt urged to stop VIP care of Napoles http://t.co/duYAaZv8OQ,1383930033.0,cfherrera_mst,'398978381447823360',Beijing,,28800,,en
"Cebu, Philippines","@LegalApocalypse No locusts, but a plague of corrupt politicians linked to Napoles. All clear here, we had no significant damage.",1383930036.0,rote_fahne,'398978393447751680',Hong Kong,,28800,,en
In My Own Perfect World,Girl Power this week. Janet Napoles - Pork Barrel Queen#YolandaPh - Super Typhoon of the yearAriella Arida - No pressure ha! #alamna,1383930045.0,syneRJy,'398978433545293824',Alaska,,-32400,,en
,@tonchi @emmidejesus @venzie @RepLuzIlagan  By Macon Ramos-Araneta: Govt urged to stop VIP care of Napoles http://t.co/fik5rmKWUl,1383930094.0,cfherrera_mst,'398978637866610688',Beijing,,28800,,en
,@cfherrera_mst @SagadaSun @teddyboylocsin @TonyShappy: Napoles owns the government. How can we stop this VIP care of Napoles?,1383930129.0,TheHumbleBella,'398978783174086656',Beijing,,28800,,en
,@pinoymommy @simplyzaida @pinoy_daddy @Wenchie318 By Macon Ramos-Araneta: Govt urged to stop VIP care of Napoles http://t.co/IyStNjd25g,1383930165.0,cfherrera_mst,'398978937151188992',Beijing,,28800,,en
,@yusufledesma @ifhraim180 @marvinbeduya By Macon Ramos-Araneta:Govt urged to stop VIP care of Napoles http://t.co/sg7zqSMbGe,1383930235.0,cfherrera_mst,'398979227036307456',Beijing,,28800,,en
Philippines   Surrey,I am ready to offer Napoles for Catching Fire tickets.,1383930270.0,Aybaaaaan_,'398979374487068672',Beijing,,28800,,en
,@JannMeds @KriDeKoeur By Macon Ramos-Araneta: Govt urged to stop VIP care of Napoles http://t.co/Wxcofrj1cw,1383930289.0,cfherrera_mst,'398979453415464961',Beijing,,28800,,en
Metro Manila,@cfherrera_mst. No point treating Napoles like VIP. Put her in ordinary jail. She won't talk anyway.  @TitaLuv13 @tilitay93 @indayevarona,1383930298.0,Tito_Ces,'398979492208603136',Hong Kong,,28800,,en
,Janet Lim Napoles by the numbers - Yahoo Philippines News http://t.co/dC9WAehKK7,1383930311.0,maantot13,'398979548861067264',Beijing,,28800,,en
,@BinibiningCamel @sipsipbloom @JennyRockwell By Macon Ramos-Araneta: Govt urged to stop VIP care of Napoles http://t.co/LfhsuYweFd,1383930336.0,cfherrera_mst,'398979651692814337',Beijing,,28800,,en
Manila,"@Megan_100d YouR so bad, why u can say that?Nobodys perfect in the world...only napoles family are scammers, not filipinos,",1383930400.0,KNBDreamers,'398979919369076736',Beijing,,28800,,en
"manila,philippines",@TitaLuv13 @cfherrera_mst @Tito_Ces @tilitay93 @indayevarona Di ba d reason naman y they r keeping Napoles in a secured area is security?,1383930457.0,gingcuetodmd,'398980161007132672',Kuala Lumpur,,28800,,en
Manila,Yolanda pls take napoles with you,1383930492.0,sherylvicente,'398980307262533632',Singapore,,28800,,en
,"""I INVOKE MY RIGHT TO SELF INCRIMINATION"" -Napoles",1383930545.0,DianneValiente1,'398980530240118785',Arizona,,-25200,,en
"Cebu, Philippines",We watched Defensor-Santiago tear into the extremely forgetful Napoles yesterday. She will be missed when she goes to World Court,1383930586.0,rote_fahne,'398980700356886528',Hong Kong,,28800,,en
Philippines,From Janet Napoles to Miriam Santiago to Yolanda to Ariella Arida. Ohhhh common! Girls must be that powerful! Heybah!,1383930608.0,ritchfildjay,'398980791746981888',Singapore,,28800,,en
"Manila, Philippines",Chiz says Napoles doesnt deserve special treatment http://t.co/2ke9ETJfFy,1383930699.0,manila_bulletin,'398981173008818176',Beijing,,28800,,en
,I don't think we could really expect any direct truth-telling from Napoles.  Threats to her own life would... http://t.co/rl9krGpGEV,1383930714.0,YeyetF,'398981239073677312',,,,,en
Planet Neptune,RT @manila_bulletin: Chiz says Napoles doesnt deserve special treatment http://t.co/oXPuvlxA4J- yeah that's TRUE!,1383930769.0,kayte1986,'398981466958221312',Singapore,,28800,,en
,"Janet Lim Napoles, the alleged mastermind of that pork barrel scam, is now singing the 12 Days of Christmas after... http://t.co/OqdOoVAj4m",1383930769.0,arvtamp,'398981469345181696',Pacific Time (US & Canada),,-28800,,en
Planet Neptune,I agree with Sen. @SayChiz that Napoles doesn't deserve special treatment !,1383930847.0,kayte1986,'398981793996472320',Singapore,,28800,,en
weed G,Yolanda and Napoles. Two chaotic bitches. lol,1383930894.0,krisyopanda,'398981993804750848',,121.1486792,,14.5409928,en
"Molave, Zamboanga del Sur",Strongest Typhoon : YOLANDAStrongest Nation : PHILIPPINESStrongest People : FILIPINO'SStrongest LIER : NAPOLES... http://t.co/HEpUbVlR71,1383930916.0,heyitsaby,'398982087107420160',Beijing,,28800,,en
"Pateros, Metro Manila","With the clips @rapplerdotcom posted on YouTube, I was able to understand more about Napoles through @senmiriam than elsewhere...",1383930961.0,genesispaologuy,'398982272335876096',Hong Kong,,28800,,en
"Naples, Miami Florida","NAPOLES:""I invoke my right""Invoker Lord.-invokelistQuas - HindiWex - OoExort - EwanInvoke - I invoke... http://t.co/i1Bz9uEPqa",1383931008.0,raikoudee,'398982471334629376',,,,,en
Mt. Olympus,What invention has had the greatest impact on society?  Napoles: Hindi ko po alam.. http://t.co/2a3JZcSyCt,1383931022.0,GrayScript,'398982529572929536',,,,,en
,"Self-centered, heartless bitch. #Napoles",1383931219.0,ShanIngemann,'398983356509343744',Copenhagen,12.07297143,3600,55.86581641,en
Cagayan de Oro City,"Napoles will never confess any wrongdoing; we have the whistleblowers' testimonies, retrieved documents, bogus... http://t.co/TJ836auYzu",1383931284.0,aikzM,'398983629574897664',Alaska,,-32400,,en
,Napoles sent millions in cash to the U.S. in suitcases.... http://t.co/sQNoy993Xz,1383931323.0,WGO_Philippines,'398983793664884736',,,,,en
,@manila_bulletin: Chiz says Napoles doesnt deserve special treatment http://t.co/hh7keUYzxn,1383931426.0,NewsEverywhere_,'398984226273361920',Beijing,,28800,,en
manila,Enough of the special treatment for Napoles  Bulatlat http://t.co/PCVcktQGfm via @bulatlat,1383931430.0,mobilemaui,'398984242752806914',Hong Kong,,28800,,en
,"@ptprof08 Never heard of ""ill-gotten wealth."" Is that a new idiot?  Oops, I meant idiom. But I have heard of ""ill-gotten gains."" #porkbarrel",1383931514.0,quickflip65,'398984593883140097',,,,,en
,napoles unnie make you feel the heat #EMAzing EXO,1383931531.0,sechanlu,'398984663764443136',Hong Kong,,28800,,en
Bato Camarines Sur,Yolanda OUT! Napoles Back IN!,1383931669.0,Francis_Jeromee,'398985242024767488',Beijing,,28800,,en
Philippines,YOLANDA is gone sp let's go back to NAPOLES!,1383931771.0,iammajinboo,'398985672478195712',Alaska,,-32400,,en
Philippines,Stonewall Napoles: Cayetano and Revilla react to alleged scammer's testimony http://t.co/hCDayEuibD,1383931834.0,gmanews,'398985935213195264',Singapore,,28800,,en
DPL x CdO,"@cfherrera_mst With the sensitivity of this issue, we cannot afford to lose Napoles. VIP treatment is okay IMO @JannMeds",1383931908.0,KriDeKoeur,'398986247911141376',Hong Kong,,28800,,en
