(0, 1.0)
(149, 0.57931995)
(88, 0.555987)
(4674, 0.53800052)
(98, 0.51536733)
(191, 0.50187647)
(171, 0.49608502)
(71, 0.49574137)
(217, 0.49574137)
(137, 0.49552912)
(51, 0.49541137)
(2558, 0.49523133)
(113, 0.49463713)
(199, 0.49355227)
(181, 0.49021456)
(77, 0.48990417)
(35, 0.48726821)
(197, 0.48501492)
(6, 0.48287705)
(143, 0.48166829)
(154, 0.47875679)
(155, 0.47245905)
(211, 0.46707481)
(47, 0.45160741)
(146, 0.44956416)
(1575, 0.43057624)
(2029, 0.39531046)
(1486, 0.37941992)
(1503, 0.37941992)
(3664, 0.37683022)
(1535, 0.37350571)
(273, 0.37089938)
(100, 0.37080705)
(2040, 0.36815473)
(160, 0.36654592)
(3052, 0.36623594)
(4330, 0.36407566)
(18, 0.36196917)
(2381, 0.36124307)
(1835, 0.35978019)
(1049, 0.35777694)
(2648, 0.35708553)
(45, 0.35517669)
(152, 0.3550365)
(56, 0.35498923)
(52, 0.35467082)
(178, 0.35331291)
(2269, 0.35173234)
(62, 0.35131064)
(214, 0.35066795)
(205, 0.35045519)
(1221, 0.34997261)
(213, 0.34986669)
(5561, 0.34819624)
(33, 0.34752613)
(38, 0.34748191)
(39, 0.34698468)
(1323, 0.34583083)
(3155, 0.34559017)
(61, 0.3455084)
(1307, 0.34536532)
(2972, 0.34411529)
(5427, 0.34287739)
(1432, 0.34187329)
(1784, 0.34141672)
(5161, 0.34138364)
(3585, 0.34137332)
(34, 0.34037223)
(40, 0.33882964)
(1311, 0.33770514)
(60, 0.33707565)
(109, 0.33693567)
(3747, 0.33631545)
(3176, 0.33065981)
(151, 0.32777867)
(1532, 0.32464379)
(1659, 0.32390773)
(90, 0.32140514)
(1800, 0.321325)
(3313, 0.31889537)
(222, 0.31841487)
(2965, 0.31417012)
(219, 0.31250587)
(106, 0.31220585)
(5350, 0.31072056)
(2183, 0.3073355)
(3669, 0.30681249)
(3973, 0.30607581)
(182, 0.30584085)
(462, 0.30505311)
(380, 0.30490115)
(10, 0.30459097)
(69, 0.30290064)
(2038, 0.30153331)
(99, 0.30133212)
(2915, 0.30076346)
(1112, 0.30066603)
(133, 0.30049634)
(1558, 0.29940414)
(215, 0.29886997)
(134, 0.29810217)
(1959, 0.29706195)
(1853, 0.29700077)
(3649, 0.29649431)
(158, 0.29603639)
(79, 0.29582775)
(16, 0.29457724)
(2820, 0.29422188)
(2977, 0.29289293)
(4630, 0.2919375)
(59, 0.29046279)
(1398, 0.28994736)
(1551, 0.28982076)
(1546, 0.28960103)
(3358, 0.28937209)
(1591, 0.28919733)
(1520, 0.28775257)
(81, 0.28710106)
(1433, 0.28688002)
(1467, 0.28676504)
(2338, 0.2864787)
(53, 0.28595608)
(4085, 0.28561187)
(1445, 0.28463918)
(165, 0.28386068)
(1375, 0.28306884)
(124, 0.28292078)
(2841, 0.28245226)
(94, 0.28235024)
(1315, 0.28202158)
(1519, 0.28184417)
(2901, 0.28063595)
(1001, 0.28022331)
(3757, 0.28012961)
(26, 0.27975681)
(4367, 0.27937976)
(3564, 0.27924317)
(48, 0.27923074)
(101, 0.27891624)
(1855, 0.27860668)
(3066, 0.27779952)
(3221, 0.27762908)
(189, 0.27659646)
(1638, 0.27433583)
(157, 0.27278399)
(1677, 0.27153242)
(174, 0.27151349)
(2683, 0.27092528)
(1675, 0.26982051)
(1597, 0.26947516)
(4470, 0.26899838)
(104, 0.26848033)
(108, 0.26846933)
(1198, 0.2683562)
(1304, 0.26797032)
(2379, 0.26776585)
(1613, 0.26762605)
(4472, 0.26678053)
(5546, 0.26450068)
(4252, 0.26403174)
(5531, 0.26363283)
(4055, 0.2621426)
(1488, 0.26198009)
(1505, 0.26198009)
(5184, 0.26183593)
(760, 0.26175889)
(1390, 0.26157868)
(4167, 0.2609849)
(200, 0.26089066)
(5498, 0.25957558)
(1244, 0.259076)
(1918, 0.25876456)
(2359, 0.25843868)
(4116, 0.25822362)
(1094, 0.25775743)
(1605, 0.25704312)
(1472, 0.25654987)
(4084, 0.25649965)
(163, 0.25596175)
(168, 0.25546384)
(1608, 0.25437897)
(1200, 0.25322667)
(3367, 0.25290647)
(4654, 0.25240999)
(2668, 0.25172406)
(1371, 0.2513206)
(4248, 0.25124508)
(65, 0.25016022)
(110, 0.24990949)
(131, 0.24975228)
(49, 0.24932058)
(3193, 0.24867204)
(1660, 0.24802835)
(173, 0.24642915)
(148, 0.24575981)
(21, 0.24552038)
(122, 0.24550875)
(139, 0.24495506)
(58, 0.2447989)
(188, 0.24475697)
(2153, 0.244532)
(195, 0.24410674)
(2520, 0.24401504)
(93, 0.24311666)
(1547, 0.24286109)
(190, 0.24235146)
(1523, 0.24232632)
(4966, 0.24199255)
(2507, 0.24140371)
(126, 0.24137661)
(2168, 0.24079806)
(1888, 0.2402665)
(1384, 0.23866987)
(1430, 0.23788826)
(75, 0.23744248)
(1599, 0.23708683)
(2036, 0.23692481)
(2457, 0.23689194)
(4034, 0.23666677)
(64, 0.23598364)
(315, 0.23504354)
(1516, 0.23503006)
(1142, 0.23472558)
(2953, 0.23427251)
(4327, 0.23353371)
(1626, 0.23331977)
(184, 0.23280194)
(1668, 0.23232648)
(5450, 0.23223937)
(221, 0.2317079)
(32, 0.23161994)
(900, 0.23152287)
(3875, 0.23068163)
(210, 0.23030737)
(582, 0.23025757)
(5572, 0.22974768)
(280, 0.2291759)
(2821, 0.22914985)
(224, 0.22700061)
(3122, 0.22661611)
(1434, 0.22634251)
(125, 0.22612312)
(226, 0.22553682)
(229, 0.22553682)
(57, 0.22544293)
(73, 0.22528003)
(3215, 0.22489914)
(227, 0.22453916)
(228, 0.22408403)
(2316, 0.22263244)
(4581, 0.22242892)
(1614, 0.22226858)
(2218, 0.22215956)
(5008, 0.2219173)
(1602, 0.22185133)
(1843, 0.22011071)
(2354, 0.21982282)
