(0, 1.0)
(150, 0.58014244)
(88, 0.55593079)
(4694, 0.54270077)
(98, 0.51475883)
(147, 0.51334697)
(193, 0.49458161)
(71, 0.49252099)
(219, 0.49252099)
(138, 0.49209905)
(172, 0.49161249)
(113, 0.4904303)
(51, 0.49039376)
(199, 0.48913047)
(182, 0.48824039)
(201, 0.48820692)
(77, 0.48493984)
(35, 0.48381001)
(6, 0.48058859)
(156, 0.47646588)
(1580, 0.47048041)
(2569, 0.46999612)
(144, 0.46684739)
(155, 0.46465087)
(213, 0.43547839)
(47, 0.43170506)
(1491, 0.41380656)
(1508, 0.41380656)
(2037, 0.40461621)
(2048, 0.39409542)
(275, 0.38299954)
(3599, 0.38037485)
(45, 0.3791599)
(109, 0.37661979)
(3678, 0.37579155)
(3065, 0.37395275)
(4348, 0.37095565)
(161, 0.36623454)
(52, 0.36258656)
(3761, 0.36225122)
(61, 0.35655081)
(1540, 0.35521466)
(2390, 0.35467327)
(1053, 0.35415941)
(1842, 0.35413367)
(153, 0.35371864)
(100, 0.35301721)
(2659, 0.3529436)
(179, 0.35226813)
(207, 0.35049564)
(62, 0.34985754)
(1790, 0.34823576)
(38, 0.34727788)
(1327, 0.34713495)
(2985, 0.34668261)
(2278, 0.34594661)
(56, 0.34573042)
(5584, 0.34571123)
(33, 0.34561491)
(39, 0.34425095)
(3168, 0.34419417)
(1315, 0.3440775)
(1311, 0.34338689)
(1225, 0.34038779)
(60, 0.33978122)
(5448, 0.33944348)
(90, 0.33884686)
(1437, 0.33803371)
(5182, 0.33508044)
(106, 0.33469218)
(465, 0.33248746)
(1403, 0.33024999)
(3189, 0.32991219)
(216, 0.32935709)
(215, 0.32924959)
(40, 0.32493407)
(2978, 0.32146502)
(217, 0.31793377)
(1537, 0.31716079)
(183, 0.3156094)
(99, 0.3154234)
(18, 0.31518787)
(34, 0.31166893)
(1806, 0.31112498)
(1665, 0.31086102)
(3326, 0.31054372)
(2046, 0.3098129)
(152, 0.30861849)
(2192, 0.30790132)
(3683, 0.30710387)
(3079, 0.3066023)
(1861, 0.30652612)
(2831, 0.30642122)
(2928, 0.30625606)
(1563, 0.30410993)
(3663, 0.30333745)
(1525, 0.30113184)
(79, 0.30089843)
(1596, 0.30060634)
(2347, 0.30054194)
(1319, 0.30008185)
(135, 0.29960597)
(5371, 0.29927501)
(3771, 0.29841423)
(1967, 0.2976023)
(1116, 0.29743877)
(124, 0.29626793)
(383, 0.2950134)
(224, 0.29479069)
(134, 0.2940734)
(4490, 0.29374215)
(1556, 0.29295257)
(16, 0.29294407)
(59, 0.29194123)
(2990, 0.28984553)
(3371, 0.28973323)
(69, 0.2897085)
(1863, 0.28947255)
(2853, 0.28854105)
(1379, 0.2875154)
(4101, 0.28662169)
(3989, 0.2861934)
(1202, 0.2859323)
(159, 0.28349978)
(26, 0.28348529)
(4650, 0.28327248)
(4269, 0.28287902)
(1450, 0.28250182)
(101, 0.28147441)
(1551, 0.28107193)
(53, 0.28030401)
(1438, 0.27982694)
(221, 0.27911294)
(1524, 0.27903304)
(3234, 0.27889749)
(81, 0.27713263)
(1472, 0.27655792)
(2388, 0.27588877)
(2914, 0.27564052)
(1926, 0.27523246)
(166, 0.27493024)
(1681, 0.27314049)
(174, 0.27018112)
(10, 0.2700294)
(4385, 0.26981282)
(5554, 0.26972598)
(48, 0.26964879)
(1395, 0.26915121)
(1683, 0.26729298)
(1618, 0.26611394)
(1204, 0.2660799)
(3578, 0.26556841)
(202, 0.26542667)
(1308, 0.26511937)
(94, 0.26437366)
(1098, 0.2639811)
(1005, 0.2638413)
(1613, 0.2634404)
(169, 0.2629723)
(5569, 0.26217756)
(4488, 0.26039314)
(175, 0.26033503)
(21, 0.25988507)
(1552, 0.25961044)
(1435, 0.25951889)
(1643, 0.25883615)
(764, 0.25836521)
(1375, 0.25818074)
(4345, 0.25807843)
(2162, 0.25792888)
(223, 0.25758433)
(108, 0.25673687)
(104, 0.25669017)
(3380, 0.25668424)
(1602, 0.25665408)
(158, 0.25634268)
(212, 0.25570148)
(2368, 0.25561833)
(1477, 0.25561333)
(191, 0.25553998)
(3206, 0.25457174)
(2694, 0.25410271)
(197, 0.25296277)
(4100, 0.25265911)
(1666, 0.25191671)
(1248, 0.25166565)
(2466, 0.25148648)
(5520, 0.25134861)
(110, 0.25120252)
(4071, 0.2505945)
(5194, 0.24993359)
(4132, 0.24940011)
(2679, 0.24936223)
(164, 0.24875495)
(292, 0.24773926)
(64, 0.24682018)
(1610, 0.24628279)
(93, 0.24613449)
(140, 0.24547257)
(1674, 0.24455982)
(82, 0.24375823)
(1604, 0.24234664)
(122, 0.24138886)
(5595, 0.24068449)
