(4258, 1.0)
(5463, 0.78158009)
(649, 0.77655053)
(3814, 0.77333212)
(5169, 0.77215517)
(3955, 0.77186447)
(1163, 0.77175218)
(3407, 0.77154827)
(4799, 0.77140474)
(5197, 0.77120852)
(2713, 0.77104771)
(4918, 0.77104771)
(2933, 0.77100801)
(4008, 0.77100801)
(5001, 0.77100801)
(5093, 0.77100801)
(5469, 0.77100801)
(5499, 0.77096456)
(1788, 0.77087784)
(1239, 0.77077544)
(3040, 0.77077544)
(2901, 0.77054936)
(3203, 0.77054936)
(4669, 0.77054936)
(3145, 0.77031422)
(3546, 0.77021015)
(1037, 0.77020454)
(606, 0.77002877)
(1065, 0.77001703)
(1616, 0.76997131)
(3231, 0.76987827)
(4151, 0.76979887)
(4199, 0.76979887)
(4402, 0.76979887)
(1464, 0.76970369)
(5092, 0.76963335)
(2305, 0.76962495)
(908, 0.76945388)
(4425, 0.76918417)
(2445, 0.76833141)
(3570, 0.76782024)
(755, 0.7672106)
(49, 0.76599813)
(1962, 0.76533437)
(280, 0.76384032)
(2072, 0.76288962)
(5462, 0.76271838)
(2142, 0.76033115)
(4873, 0.75901407)
(2201, 0.75834882)
(5293, 0.75694966)
(4866, 0.75682235)
(1038, 0.75464511)
(3008, 0.75415707)
(3903, 0.75219762)
(693, 0.75213623)
(660, 0.74773717)
(2867, 0.74766898)
(4504, 0.73712099)
(2266, 0.73511118)
(3952, 0.73400414)
(5070, 0.73289263)
(5236, 0.69118595)
(3866, 0.67741066)
(4077, 0.67128307)
(3268, 0.66010571)
(2807, 0.63514507)
(4673, 0.63356256)
(5584, 0.63280916)
(1600, 0.63232386)
(4016, 0.63213849)
(1711, 0.63213122)
(658, 0.63042742)
(2287, 0.62891853)
(3787, 0.62847728)
(5359, 0.62755299)
(295, 0.60842675)
(589, 0.60600495)
(3490, 0.59860349)
(3344, 0.58735448)
(3352, 0.58689392)
(2955, 0.58404362)
(5547, 0.55545914)
(4475, 0.55531025)
(851, 0.54455364)
(3780, 0.53507173)
(1404, 0.53473341)
(5494, 0.53461361)
(846, 0.52744037)
(3737, 0.51897907)
(1415, 0.47697514)
(1085, 0.47502959)
(3003, 0.44978991)
(3494, 0.44608966)
(566, 0.44161344)
(2820, 0.44106606)
(4203, 0.43260998)
(459, 0.4290553)
(4412, 0.40816969)
(4183, 0.39978206)
(648, 0.39951891)
(2348, 0.3950029)
(3300, 0.38559669)
(4786, 0.38410735)
(186, 0.38247013)
(423, 0.38247013)
(616, 0.38247013)
(2125, 0.38247013)
(4845, 0.38247013)
(3994, 0.38205034)
(4654, 0.37825507)
(4610, 0.34184927)
(116, 0.33029687)
(5101, 0.32751191)
(3678, 0.32589394)
(4298, 0.32469791)
(4472, 0.31736946)
(3118, 0.309699)
(1381, 0.30816877)
(4503, 0.30247808)
(1562, 0.29745847)
(4104, 0.28565735)
(190, 0.28551656)
(3274, 0.28176272)
(2098, 0.28088117)
(5373, 0.27687192)
(1731, 0.26994234)
(385, 0.25880906)
(1745, 0.25778753)
(5307, 0.25744236)
(3877, 0.25702864)
(4385, 0.25174326)
(2091, 0.24009076)
(2542, 0.23736747)
(1264, 0.23721859)
(4076, 0.23516756)
(3083, 0.23057395)
(1930, 0.2176621)
(156, 0.21461904)
(1595, 0.20751177)
(713, 0.19108644)
(2840, 0.19108644)
(129, 0.18769112)
(1149, 0.18741262)
(4211, 0.18695533)
(3254, 0.18655986)
(4416, 0.18655986)
(4689, 0.18655986)
(4549, 0.18563887)
(1910, 0.18368964)
(4551, 0.18344647)
(4935, 0.17879146)
(3657, 0.17798801)
(299, 0.1732605)
(332, 0.1732605)
(335, 0.1732605)
(353, 0.1732605)
(529, 0.1732605)
(537, 0.1732605)
(578, 0.1732605)
(721, 0.1732605)
(771, 0.1732605)
(776, 0.1732605)
(1284, 0.1732605)
(1489, 0.1732605)
(1506, 0.1732605)
(2548, 0.17271315)
(4340, 0.17249392)
(4397, 0.17249392)
(2225, 0.17194912)
(3076, 0.16861705)
(5349, 0.16760038)
(4750, 0.16508096)
(158, 0.16401643)
(535, 0.16367845)
(4064, 0.1630448)
(2491, 0.1606845)
(992, 0.15826982)
(1254, 0.15726776)
(2597, 0.15726776)
(3498, 0.15726776)
(857, 0.15201837)
